,Year,Month,Unemployment Rate,Date,Age,Unemployment level,Employment Level,RoC_Unemployment_level,RoC_Unemployment_rate,RoC_Employment_level
1946,2001,Dec,4.4,2001-12,35 to 44 years,1654,35607,581,-1.5,-857
1947,2002,Dec,4.7,2002-12,35 to 44 years,1733,34917,79,-0.3,-690
1948,2003,Dec,4.7,2003-12,35 to 44 years,1729,34780,-4,0,-137
1949,2004,Dec,4,2004-12,35 to 44 years,1428,34633,-301,0.7,-147
1950,2005,Dec,3.8,2005-12,35 to 44 years,1353,34596,-75,0.2,-37
1951,2006,Dec,3.7,2006-12,35 to 44 years,1324,34587,-29,0.1,-9
1952,2007,Dec,3.8,2007-12,35 to 44 years,1328,34085,4,-0.1,-502
1953,2008,Dec,5.9,2008-12,35 to 44 years,2065,32689,737,-2.1,-1396
1954,2009,Dec,8.7,2009-12,35 to 44 years,2940,30791,875,-2.8,-1898
1955,2010,Dec,7.7,2010-12,35 to 44 years,2558,30513,-382,1,-278
1956,2011,Dec,6.8,2011-12,35 to 44 years,2221,30356,-337,0.9,-157
1957,2012,Dec,6.6,2012-12,35 to 44 years,2162,30548,-59,0.2,192
1958,2013,Dec,5.4,2013-12,35 to 44 years,1739,30766,-423,1.2,218
1959,2014,Dec,4.3,2014-12,35 to 44 years,1378,31014,-361,1.1,248
1960,2015,Dec,4,2015-12,35 to 44 years,1310,31448,-68,0.3,434
1961,2016,Dec,4,2016-12,35 to 44 years,1311,31568,1,0,120
1962,2017,Dec,3.1,2017-12,35 to 44 years,1020,32263,-291,0.9,695
1963,2018,Dec,2.9,2018-12,35 to 44 years,970,32851,-50,0.2,588
1964,2019,Dec,2.9,2019-12,35 to 44 years,980,33393,10,0,542
1965,2020,Dec,5.5,2020-12,35 to 44 years,1861,32017,881,-2.6,-1376
1966,2021,Dec,3.3,2021-12,35 to 44 years,1132,33481,-729,2.2,1464
1967,2022,Dec,2.4,2022-12,35 to 44 years,862,34983,-270,0.9,1502
1968,1969,Jan,2.1,1969-01,45 to 54 years,343,16228,-519,0.3,-18755
1969,1970,Jan,2.1,1970-01,45 to 54 years,361,16554,18,0,326
1970,1971,Jan,3.2,1971-01,45 to 54 years,544,16479,183,-1.1,-75
1971,1972,Jan,3.2,1972-01,45 to 54 years,543,16506,-1,0,27
1972,1973,Jan,2.7,1973-01,45 to 54 years,449,16362,-94,0.5,-144
1973,1974,Jan,2.6,1974-01,45 to 54 years,448,16730,-1,0.1,368
1974,1975,Jan,4.9,1975-01,45 to 54 years,839,16202,391,-2.3,-528
1975,1976,Jan,4.5,1976-01,45 to 54 years,766,16212,-73,0.4,10
1976,1977,Jan,4.5,1977-01,45 to 54 years,751,16124,-15,0,-88
1977,1978,Jan,3.4,1978-01,45 to 54 years,576,16367,-175,1.1,243
1978,1979,Jan,3.1,1979-01,45 to 54 years,525,16461,-51,0.3,94
1979,1980,Jan,3.4,1980-01,45 to 54 years,574,16391,49,-0.3,-70
1980,1981,Jan,4.1,1981-01,45 to 54 years,703,16344,129,-0.7,-47
1981,1982,Jan,5,1982-01,45 to 54 years,837,15937,134,-0.9,-407
1982,1983,Jan,6.5,1983-01,45 to 54 years,1083,15669,246,-1.5,-268
1983,1984,Jan,5.1,1984-01,45 to 54 years,862,15985,-221,1.4,316
1984,1985,Jan,4.9,1985-01,45 to 54 years,848,16390,-14,0.2,405
1985,1986,Jan,4.6,1986-01,45 to 54 years,805,16862,-43,0.3,472
1986,1987,Jan,4,1987-01,45 to 54 years,718,17166,-87,0.6,304
1987,1988,Jan,3.5,1988-01,45 to 54 years,650,18029,-68,0.5,863
1988,1989,Jan,3.5,1989-01,45 to 54 years,689,18972,39,0,943
1989,1990,Jan,3.5,1990-01,45 to 54 years,709,19346,20,0,374
1990,1991,Jan,4.2,1991-01,45 to 54 years,857,19652,148,-0.7,306
1991,1992,Jan,5.1,1992-01,45 to 54 years,1086,20352,229,-0.9,700
1992,1993,Jan,5,1993-01,45 to 54 years,1140,21539,54,0.1,1187
1993,1994,Jan,4.2,1994-01,45 to 54 years,1006,23030,-134,0.8,1491
1994,1995,Jan,3.3,1995-01,45 to 54 years,819,24011,-187,0.9,981
1995,1996,Jan,3.6,1996-01,45 to 54 years,930,24850,111,-0.3,839
1996,1997,Jan,3.2,1997-01,45 to 54 years,879,26238,-51,0.4,1388
1997,1998,Jan,2.8,1998-01,45 to 54 years,796,27162,-83,0.4,924
1998,1999,Jan,2.6,1999-01,45 to 54 years,765,28362,-31,0.2,1200
1999,2000,Jan,2.6,2000-01,45 to 54 years,808,29946,43,0,1584
2000,2001,Jan,2.7,2001-01,45 to 54 years,842,30901,34,-0.1,955
2001,2002,Jan,3.8,2002-01,45 to 54 years,1238,31059,396,-1.1,158
2002,2003,Jan,3.9,2003-01,45 to 54 years,1283,31489,45,-0.1,430
2003,2004,Jan,4,2004-01,45 to 54 years,1345,32287,62,-0.1,798
2004,2005,Jan,3.6,2005-01,45 to 54 years,1216,32743,-129,0.4,456
2005,2006,Jan,3.2,2006-01,45 to 54 years,1122,33685,-94,0.4,942
2006,2007,Jan,3,2007-01,45 to 54 years,1079,34512,-43,0.2,827
2007,2008,Jan,3.4,2008-01,45 to 54 years,1219,34727,140,-0.4,215
2008,2009,Jan,6,2009-01,45 to 54 years,2183,33942,964,-2.6,-785
2009,2010,Jan,7.8,2010-01,45 to 54 years,2812,33319,629,-1.8,-623
2010,2011,Jan,7.2,2011-01,45 to 54 years,2570,32943,-242,0.6,-376
2011,2012,Jan,6.4,2012-01,45 to 54 years,2248,33051,-322,0.8,108
2012,2013,Jan,6,2013-01,45 to 54 years,2081,32540,-167,0.4,-511
2013,2014,Jan,5,2014-01,45 to 54 years,1720,32335,-361,1,-205
2014,2015,Jan,4.2,2015-01,45 to 54 years,1418,32698,-302,0.8,363
2015,2016,Jan,3.5,2016-01,45 to 54 years,1191,32735,-227,0.7,37
2016,2017,Jan,3.3,2017-01,45 to 54 years,1092,32454,-99,0.2,-281
2017,2018,Jan,2.9,2018-01,45 to 54 years,986,32476,-106,0.4,22
2018,2019,Jan,2.9,2019-01,45 to 54 years,961,32183,-25,0,-293
2019,2020,Jan,2.4,2020-01,45 to 54 years,777,31926,-184,0.5,-257
2020,2021,Jan,4.9,2021-01,45 to 54 years,1556,30221,779,-2.5,-1705
2021,2022,Jan,2.6,2022-01,45 to 54 years,842,31522,-714,2.3,1301
2022,2023,Jan,2.3,2023-01,45 to 54 years,750,31762,-92,0.3,240
2023,1969,Feb,1.9,1969-02,45 to 54 years,311,16337,-439,0.4,-15425
2024,1970,Feb,2.3,1970-02,45 to 54 years,385,16464,74,-0.4,127
2025,1971,Feb,3.3,1971-02,45 to 54 years,555,16465,170,-1,1
2026,1972,Feb,3,1972-02,45 to 54 years,516,16502,-39,0.3,37
2027,1973,Feb,2.8,1973-02,45 to 54 years,479,16441,-37,0.2,-61
2028,1974,Feb,2.7,1974-02,45 to 54 years,465,16712,-14,0.1,271
2029,1975,Feb,4.7,1975-02,45 to 54 years,799,16217,334,-2,-495
2030,1976,Feb,4.3,1976-02,45 to 54 years,733,16225,-66,0.4,8
2031,1977,Feb,4.3,1977-02,45 to 54 years,724,16133,-9,0,-92
2032,1978,Feb,3.3,1978-02,45 to 54 years,564,16339,-160,1,206
2033,1979,Feb,3.3,1979-02,45 to 54 years,556,16445,-8,0,106
2034,1980,Feb,3.4,1980-02,45 to 54 years,584,16375,28,-0.1,-70
2035,1981,Feb,4.1,1981-02,45 to 54 years,704,16344,120,-0.7,-31
2036,1982,Feb,5.1,1982-02,45 to 54 years,862,15966,158,-1,-378
2037,1983,Feb,6.6,1983-02,45 to 54 years,1107,15577,245,-1.5,-389
2038,1984,Feb,5,1984-02,45 to 54 years,835,15966,-272,1.6,389
2039,1985,Feb,4.8,1985-02,45 to 54 years,831,16472,-4,0.2,506
2040,1986,Feb,4.4,1986-02,45 to 54 years,770,16832,-61,0.4,360
2041,1987,Feb,4.4,1987-02,45 to 54 years,788,17162,18,0,330
2042,1988,Feb,3.7,1988-02,45 to 54 years,692,18110,-96,0.7,948
2043,1989,Feb,3.1,1989-02,45 to 54 years,617,19022,-75,0.6,912
2044,1990,Feb,3.2,1990-02,45 to 54 years,651,19416,34,-0.1,394
2045,1991,Feb,4.5,1991-02,45 to 54 years,921,19662,270,-1.3,246
2046,1992,Feb,5.3,1992-02,45 to 54 years,1141,20474,220,-0.8,812
2047,1993,Feb,4.9,1993-02,45 to 54 years,1109,21669,-32,0.4,1195
2048,1994,Feb,4.4,1994-02,45 to 54 years,1051,23003,-58,0.5,1334
2049,1995,Feb,3.4,1995-02,45 to 54 years,852,24145,-199,1,1142
2050,1996,Feb,3.4,1996-02,45 to 54 years,880,24995,28,0,850
2051,1997,Feb,3.2,1997-02,45 to 54 years,860,26298,-20,0.2,1303
2052,1998,Feb,3.1,1998-02,45 to 54 years,861,27211,1,0.1,913
2053,1999,Feb,2.8,1999-02,45 to 54 years,803,28230,-58,0.3,1019
2054,2000,Feb,2.4,2000-02,45 to 54 years,730,30089,-73,0.4,1859
2055,2001,Feb,2.8,2001-02,45 to 54 years,897,30783,167,-0.4,694
2056,2002,Feb,3.9,2002-02,45 to 54 years,1273,31210,376,-1.1,427
2057,2003,Feb,4,2003-02,45 to 54 years,1320,31583,47,-0.1,373
2058,2004,Feb,3.9,2004-02,45 to 54 years,1304,32309,-16,0.1,726
2059,2005,Feb,3.5,2005-02,45 to 54 years,1209,32903,-95,0.4,594
2060,2006,Feb,3.2,2006-02,45 to 54 years,1121,33779,-88,0.3,876
2061,2007,Feb,3.2,2007-02,45 to 54 years,1131,34391,10,0,612
2062,2008,Feb,3.4,2008-02,45 to 54 years,1219,34633,88,-0.2,242
2063,2009,Feb,6.4,2009-02,45 to 54 years,2325,33867,1106,-3,-766
2064,2010,Feb,7.6,2010-02,45 to 54 years,2725,33330,400,-1.2,-537
2065,2011,Feb,7.1,2011-02,45 to 54 years,2506,32955,-219,0.5,-375
2066,2012,Feb,6.5,2012-02,45 to 54 years,2285,32944,-221,0.6,-11
2067,2013,Feb,5.6,2013-02,45 to 54 years,1932,32694,-353,0.9,-250
2068,2014,Feb,5.1,2014-02,45 to 54 years,1735,32291,-197,0.5,-403
2069,2015,Feb,3.9,2015-02,45 to 54 years,1333,32728,-402,1.2,437
2070,2016,Feb,3.5,2016-02,45 to 54 years,1193,32765,-140,0.4,37
2071,2017,Feb,3.1,2017-02,45 to 54 years,1052,32469,-141,0.4,-296
2072,2018,Feb,2.8,2018-02,45 to 54 years,949,32623,-103,0.3,154
2073,2019,Feb,2.8,2019-02,45 to 54 years,921,32152,-28,0,-471
2074,2020,Feb,2.5,2020-02,45 to 54 years,805,31888,-116,0.3,-264
2075,2021,Feb,4.9,2021-02,45 to 54 years,1565,30378,760,-2.4,-1510
2076,2022,Feb,2.5,2022-02,45 to 54 years,799,31471,-766,2.4,1093
2077,2023,Feb,2.6,2023-02,45 to 54 years,858,31796,59,-0.1,325
2078,1969,Mar,1.8,1969-03,45 to 54 years,305,16323,-553,0.8,-15473
2079,1970,Mar,2.7,1970-03,45 to 54 years,454,16488,149,-0.9,165
2080,1971,Mar,3.4,1971-03,45 to 54 years,572,16393,118,-0.7,-95
2081,1972,Mar,3.1,1972-03,45 to 54 years,525,16552,-47,0.3,159
2082,1973,Mar,2.7,1973-03,45 to 54 years,451,16478,-74,0.4,-74
2083,1974,Mar,2.7,1974-03,45 to 54 years,456,16694,5,0,216
2084,1975,Mar,5.1,1975-03,45 to 54 years,868,16232,412,-2.4,-462
2085,1976,Mar,4.3,1976-03,45 to 54 years,734,16159,-134,0.8,-73
2086,1977,Mar,4.4,1977-03,45 to 54 years,748,16155,14,-0.1,-4
2087,1978,Mar,3.2,1978-03,45 to 54 years,537,16357,-211,1.2,202
2088,1979,Mar,3.3,1979-03,45 to 54 years,558,16460,21,-0.1,103
2089,1980,Mar,3.6,1980-03,45 to 54 years,602,16320,44,-0.3,-140
2090,1981,Mar,4,1981-03,45 to 54 years,681,16370,79,-0.4,50
2091,1982,Mar,5.5,1982-03,45 to 54 years,924,15965,243,-1.5,-405
2092,1983,Mar,6.5,1983-03,45 to 54 years,1085,15664,161,-1,-301
2093,1984,Mar,4.8,1984-03,45 to 54 years,808,16105,-277,1.7,441
2094,1985,Mar,5,1985-03,45 to 54 years,868,16493,60,-0.2,388
2095,1986,Mar,4.6,1986-03,45 to 54 years,807,16782,-61,0.4,289
2096,1987,Mar,4.2,1987-03,45 to 54 years,754,17244,-53,0.4,462
2097,1988,Mar,3.2,1988-03,45 to 54 years,598,18239,-156,1,995
2098,1989,Mar,3.3,1989-03,45 to 54 years,651,19092,53,-0.1,853
2099,1990,Mar,3.2,1990-03,45 to 54 years,641,19426,-10,0.1,334
2100,1991,Mar,4.6,1991-03,45 to 54 years,942,19689,301,-1.4,263
2101,1992,Mar,5.3,1992-03,45 to 54 years,1143,20598,201,-0.7,909
2102,1993,Mar,5.1,1993-03,45 to 54 years,1157,21715,14,0.2,1117
2103,1994,Mar,4,1994-03,45 to 54 years,965,23094,-192,1.1,1379
2104,1995,Mar,3.5,1995-03,45 to 54 years,877,24213,-88,0.5,1119
2105,1996,Mar,3.4,1996-03,45 to 54 years,876,25088,-1,0.1,875
2106,1997,Mar,3.1,1997-03,45 to 54 years,847,26448,-29,0.3,1360
2107,1998,Mar,2.9,1998-03,45 to 54 years,823,27287,-24,0.2,839
2108,1999,Mar,2.5,1999-03,45 to 54 years,736,28229,-87,0.4,942
2109,2000,Mar,2.2,2000-03,45 to 54 years,684,30173,-52,0.3,1944
2110,2001,Mar,2.8,2001-03,45 to 54 years,905,30988,221,-0.6,815
2111,2002,Mar,3.9,2002-03,45 to 54 years,1265,31167,360,-1.1,179
2112,2003,Mar,4.4,2003-03,45 to 54 years,1465,31718,200,-0.5,551
2113,2004,Mar,4.1,2004-03,45 to 54 years,1362,32213,-103,0.3,495
2114,2005,Mar,3.4,2005-03,45 to 54 years,1177,32991,-185,0.7,778
2115,2006,Mar,3.2,2006-03,45 to 54 years,1106,33818,-71,0.2,827
2116,2007,Mar,3.1,2007-03,45 to 54 years,1095,34495,-11,0.1,677
2117,2008,Mar,3.5,2008-03,45 to 54 years,1252,34633,157,-0.4,138
2118,2009,Mar,6.8,2009-03,45 to 54 years,2446,33773,1194,-3.3,-860
2119,2010,Mar,7.9,2010-03,45 to 54 years,2846,33259,400,-1.1,-514
2120,2011,Mar,7.2,2011-03,45 to 54 years,2541,32819,-305,0.7,-440
2121,2012,Mar,6.3,2012-03,45 to 54 years,2218,32992,-323,0.9,173
2122,2013,Mar,5.7,2013-03,45 to 54 years,1960,32540,-258,0.6,-452
2123,2014,Mar,4.9,2014-03,45 to 54 years,1688,32467,-272,0.8,-73
2124,2015,Mar,3.7,2015-03,45 to 54 years,1264,32590,-424,1.2,123
2125,2016,Mar,3.6,2016-03,45 to 54 years,1211,32851,-53,0.1,261
2126,2017,Mar,3.1,2017-03,45 to 54 years,1052,32530,-159,0.5,-321
2127,2018,Mar,2.9,2018-03,45 to 54 years,953,32484,-99,0.2,-46
2128,2019,Mar,2.9,2019-03,45 to 54 years,947,32258,-6,0,-226
2129,2020,Mar,3.2,2020-03,45 to 54 years,1043,31638,96,-0.3,-620
2130,2021,Mar,4.5,2021-03,45 to 54 years,1445,30402,402,-1.3,-1236
2131,2022,Mar,2.2,2022-03,45 to 54 years,723,31727,-722,2.3,1325
2132,2023,Mar,2.4,2023-03,45 to 54 years,785,31849,62,-0.2,122
2133,1969,Apr,1.9,1969-04,45 to 54 years,312,16300,-473,0.5,-15549
2134,1970,Apr,2.5,1970-04,45 to 54 years,430,16483,118,-0.6,183
2135,1971,Apr,3.4,1971-04,45 to 54 years,582,16431,152,-0.9,-52
2136,1972,Apr,3,1972-04,45 to 54 years,503,16482,-79,0.4,51
2137,1973,Apr,2.8,1973-04,45 to 54 years,483,16518,-20,0.2,36
2138,1974,Apr,2.6,1974-04,45 to 54 years,449,16654,-34,0.2,136
2139,1975,Apr,5.2,1975-04,45 to 54 years,887,16182,438,-2.6,-472
2140,1976,Apr,4.3,1976-04,45 to 54 years,735,16208,-152,0.9,26
2141,1977,Apr,4.1,1977-04,45 to 54 years,688,16196,-47,0.2,-12
2142,1978,Apr,3,1978-04,45 to 54 years,511,16347,-177,1.1,151
2143,1979,Apr,3.5,1979-04,45 to 54 years,584,16273,73,-0.5,-74
2144,1980,Apr,3.8,1980-04,45 to 54 years,649,16267,65,-0.3,-6
2145,1981,Apr,3.6,1981-04,45 to 54 years,607,16462,-42,0.2,195
2146,1982,Apr,5.3,1982-04,45 to 54 years,892,15963,285,-1.7,-499
2147,1983,Apr,6.8,1983-04,45 to 54 years,1138,15647,246,-1.5,-316
2148,1984,Apr,4.8,1984-04,45 to 54 years,810,16160,-328,2,513
2149,1985,Apr,5.2,1985-04,45 to 54 years,897,16497,87,-0.4,337
2150,1986,Apr,4.5,1986-04,45 to 54 years,787,16806,-110,0.7,309
2151,1987,Apr,4,1987-04,45 to 54 years,728,17319,-59,0.5,513
2152,1988,Apr,3.4,1988-04,45 to 54 years,645,18284,-83,0.6,965
2153,1989,Apr,3.3,1989-04,45 to 54 years,654,19211,9,0.1,927
2154,1990,Apr,3.4,1990-04,45 to 54 years,691,19377,37,-0.1,166
2155,1991,Apr,4.3,1991-04,45 to 54 years,900,19807,209,-0.9,430
2156,1992,Apr,5.2,1992-04,45 to 54 years,1146,20853,246,-0.9,1046
2157,1993,Apr,5.2,1993-04,45 to 54 years,1189,21773,43,0,920
2158,1994,Apr,3.9,1994-04,45 to 54 years,936,23048,-253,1.3,1275
2159,1995,Apr,3.4,1995-04,45 to 54 years,846,24219,-90,0.5,1171
2160,1996,Apr,3.6,1996-04,45 to 54 years,931,25263,85,-0.2,1044
2161,1997,Apr,3,1997-04,45 to 54 years,813,26592,-118,0.6,1329
2162,1998,Apr,2.8,1998-04,45 to 54 years,784,27340,-29,0.2,748
2163,1999,Apr,2.6,1999-04,45 to 54 years,758,28402,-26,0.2,1062
2164,2000,Apr,2.1,2000-04,45 to 54 years,646,30196,-112,0.5,1794
2165,2001,Apr,2.9,2001-04,45 to 54 years,916,30928,270,-0.8,732
2166,2002,Apr,4,2002-04,45 to 54 years,1307,31152,391,-1.1,224
2167,2003,Apr,4.2,2003-04,45 to 54 years,1395,31771,88,-0.2,619
2168,2004,Apr,4,2004-04,45 to 54 years,1336,32362,-59,0.2,591
2169,2005,Apr,3.3,2005-04,45 to 54 years,1126,33142,-210,0.7,780
2170,2006,Apr,3.2,2006-04,45 to 54 years,1111,33876,-15,0.1,734
2171,2007,Apr,3.1,2007-04,45 to 54 years,1116,34430,5,0.1,554
2172,2008,Apr,3.7,2008-04,45 to 54 years,1326,34542,210,-0.6,112
2173,2009,Apr,6.7,2009-04,45 to 54 years,2428,33801,1102,-3,-741
2174,2010,Apr,7.8,2010-04,45 to 54 years,2833,33353,405,-1.1,-448
2175,2011,Apr,7.2,2011-04,45 to 54 years,2550,32907,-283,0.6,-446
2176,2012,Apr,6.2,2012-04,45 to 54 years,2180,32838,-370,1,-69
2177,2013,Apr,5.9,2013-04,45 to 54 years,2028,32550,-152,0.3,-288
2178,2014,Apr,4.6,2014-04,45 to 54 years,1577,32515,-451,1.3,-35
2179,2015,Apr,3.9,2015-04,45 to 54 years,1317,32632,-260,0.7,117
2180,2016,Apr,3.6,2016-04,45 to 54 years,1233,32803,-84,0.3,171
2181,2017,Apr,3.4,2017-04,45 to 54 years,1136,32549,-97,0.2,-254
2182,2018,Apr,2.8,2018-04,45 to 54 years,937,32316,-199,0.6,-233
2183,2019,Apr,2.5,2019-04,45 to 54 years,840,32228,-97,0.3,-88
2184,2020,Apr,12.3,2020-04,45 to 54 years,3878,27742,3038,-9.8,-4486
2185,2021,Apr,4.9,2021-04,45 to 54 years,1546,30316,-2332,7.4,2574
2186,2022,Apr,2.2,2022-04,45 to 54 years,700,31579,-846,2.7,1263
2187,2023,Apr,2.4,2023-04,45 to 54 years,796,32069,96,-0.2,490
2188,1969,May,1.9,1969-05,45 to 54 years,315,16350,-481,0.5,-15719
2189,1970,May,2.7,1970-05,45 to 54 years,453,16422,138,-0.8,72
2190,1971,May,3.3,1971-05,45 to 54 years,556,16486,103,-0.6,64
2191,1972,May,3.1,1972-05,45 to 54 years,530,16447,-26,0.2,-39
2192,1973,May,2.3,1973-05,45 to 54 years,383,16533,-147,0.8,86
2193,1974,May,2.5,1974-05,45 to 54 years,432,16726,49,-0.2,193
2194,1975,May,5.7,1975-05,45 to 54 years,980,16149,548,-3.2,-577
2195,1976,May,4.2,1976-05,45 to 54 years,707,16240,-273,1.5,91
2196,1977,May,4,1977-05,45 to 54 years,667,16208,-40,0.2,-32
2197,1978,May,3.4,1978-05,45 to 54 years,579,16220,-88,0.6,12
2198,1979,May,3,1979-05,45 to 54 years,507,16213,-72,0.4,-7
2199,1980,May,3.9,1980-05,45 to 54 years,665,16172,158,-0.9,-41
2200,1981,May,3.9,1981-05,45 to 54 years,674,16419,9,0,247
2201,1982,May,5.6,1982-05,45 to 54 years,944,16042,270,-1.7,-377
2202,1983,May,6.8,1983-05,45 to 54 years,1132,15627,188,-1.2,-415
2203,1984,May,5,1984-05,45 to 54 years,843,16151,-289,1.8,524
2204,1985,May,4.4,1985-05,45 to 54 years,754,16476,-89,0.6,325
2205,1986,May,4.7,1986-05,45 to 54 years,825,16781,71,-0.3,305
2206,1987,May,3.9,1987-05,45 to 54 years,717,17461,-108,0.8,680
2207,1988,May,3.3,1988-05,45 to 54 years,636,18378,-81,0.6,917
2208,1989,May,2.9,1989-05,45 to 54 years,583,19225,-53,0.4,847
2209,1990,May,3.3,1990-05,45 to 54 years,675,19476,92,-0.4,251
2210,1991,May,4.5,1991-05,45 to 54 years,923,19743,248,-1.2,267
2211,1992,May,5.4,1992-05,45 to 54 years,1191,20865,268,-0.9,1122
2212,1993,May,4.9,1993-05,45 to 54 years,1141,21979,-50,0.5,1114
2213,1994,May,4.1,1994-05,45 to 54 years,990,23177,-151,0.8,1198
2214,1995,May,3.2,1995-05,45 to 54 years,797,24277,-193,0.9,1100
2215,1996,May,3.6,1996-05,45 to 54 years,957,25319,160,-0.4,1042
2216,1997,May,3,1997-05,45 to 54 years,829,26667,-128,0.6,1348
2217,1998,May,2.6,1998-05,45 to 54 years,720,27478,-109,0.4,811
2218,1999,May,2.5,1999-05,45 to 54 years,723,28477,3,0.1,999
2219,2000,May,2.4,2000-05,45 to 54 years,734,30222,11,0.1,1745
2220,2001,May,2.8,2001-05,45 to 54 years,906,31059,172,-0.4,837
2221,2002,May,4.3,2002-05,45 to 54 years,1390,31138,484,-1.5,79
2222,2003,May,4.1,2003-05,45 to 54 years,1355,31885,-35,0.2,747
2223,2004,May,3.8,2004-05,45 to 54 years,1295,32337,-60,0.3,452
2224,2005,May,3.5,2005-05,45 to 54 years,1199,33184,-96,0.3,847
2225,2006,May,3.3,2006-05,45 to 54 years,1161,33917,-38,0.2,733
2226,2007,May,3.1,2007-05,45 to 54 years,1094,34559,-67,0.2,642
2227,2008,May,3.8,2008-05,45 to 54 years,1352,34519,258,-0.7,-40
2228,2009,May,6.9,2009-05,45 to 54 years,2514,33683,1162,-3.1,-836
2229,2010,May,7.6,2010-05,45 to 54 years,2733,33150,219,-0.7,-533
2230,2011,May,7.2,2011-05,45 to 54 years,2541,32939,-192,0.4,-211
2231,2012,May,6.3,2012-05,45 to 54 years,2208,32959,-333,0.9,20
2232,2013,May,5.9,2013-05,45 to 54 years,2052,32564,-156,0.4,-395
2233,2014,May,4.5,2014-05,45 to 54 years,1526,32536,-526,1.4,-28
2234,2015,May,3.9,2015-05,45 to 54 years,1316,32637,-210,0.6,101
2235,2016,May,3.5,2016-05,45 to 54 years,1181,32671,-135,0.4,34
2236,2017,May,3.3,2017-05,45 to 54 years,1103,32565,-78,0.2,-106
2237,2018,May,2.8,2018-05,45 to 54 years,923,32433,-180,0.5,-132
2238,2019,May,2.6,2019-05,45 to 54 years,858,32097,-65,0.2,-336
2239,2020,May,10.7,2020-05,45 to 54 years,3417,28585,2559,-8.1,-3512
2240,2021,May,4.7,2021-05,45 to 54 years,1512,30345,-1905,6,1760
2241,2022,May,2.3,2022-05,45 to 54 years,755,31534,-757,2.4,1189
2242,2023,May,2.6,2023-05,45 to 54 years,862,32138,107,-0.3,604
2243,1969,Jun,1.8,1969-06,45 to 54 years,301,16337,-561,0.8,-15801
2244,1970,Jun,2.7,1970-06,45 to 54 years,463,16488,162,-0.9,151
2245,1971,Jun,3.3,1971-06,45 to 54 years,555,16478,92,-0.6,-10
2246,1972,Jun,3.2,1972-06,45 to 54 years,540,16438,-15,0.1,-40
2247,1973,Jun,2.5,1973-06,45 to 54 years,421,16520,-119,0.7,82
2248,1974,Jun,2.6,1974-06,45 to 54 years,448,16743,27,-0.1,223
2249,1975,Jun,5.6,1975-06,45 to 54 years,967,16173,519,-3,-570
2250,1976,Jun,4.3,1976-06,45 to 54 years,727,16264,-240,1.3,91
2251,1977,Jun,4.1,1977-06,45 to 54 years,688,16177,-39,0.2,-87
2252,1978,Jun,3.3,1978-06,45 to 54 years,547,16205,-141,0.8,28
2253,1979,Jun,3.1,1979-06,45 to 54 years,526,16230,-21,0.2,25
2254,1980,Jun,4.2,1980-06,45 to 54 years,702,16189,176,-1.1,-41
2255,1981,Jun,4.2,1981-06,45 to 54 years,715,16280,13,0,91
2256,1982,Jun,5.2,1982-06,45 to 54 years,881,16037,166,-1,-243
2257,1983,Jun,6.4,1983-06,45 to 54 years,1084,15785,203,-1.2,-252
2258,1984,Jun,4.4,1984-06,45 to 54 years,755,16267,-329,2,482
2259,1985,Jun,4.7,1985-06,45 to 54 years,805,16429,50,-0.3,162
2260,1986,Jun,4.9,1986-06,45 to 54 years,875,16882,70,-0.2,453
2261,1987,Jun,4.1,1987-06,45 to 54 years,738,17448,-137,0.8,566
2262,1988,Jun,3.3,1988-06,45 to 54 years,622,18388,-116,0.8,940
2263,1989,Jun,3,1989-06,45 to 54 years,596,19236,-26,0.3,848
2264,1990,Jun,3.3,1990-06,45 to 54 years,677,19534,81,-0.3,298
2265,1991,Jun,4.4,1991-06,45 to 54 years,919,19826,242,-1.1,292
2266,1992,Jun,5.2,1992-06,45 to 54 years,1156,21064,237,-0.8,1238
2267,1993,Jun,4.9,1993-06,45 to 54 years,1140,22076,-16,0.3,1012
2268,1994,Jun,4.2,1994-06,45 to 54 years,1016,23015,-124,0.7,939
2269,1995,Jun,3.3,1995-06,45 to 54 years,814,24179,-202,0.9,1164
2270,1996,Jun,3.4,1996-06,45 to 54 years,891,25559,77,-0.1,1380
2271,1997,Jun,3.1,1997-06,45 to 54 years,853,26778,-38,0.3,1219
2272,1998,Jun,2.7,1998-06,45 to 54 years,766,27510,-87,0.4,732
2273,1999,Jun,2.3,1999-06,45 to 54 years,687,28598,-79,0.4,1088
2274,2000,Jun,2.5,2000-06,45 to 54 years,779,30218,92,-0.2,1620
2275,2001,Jun,2.8,2001-06,45 to 54 years,903,31123,124,-0.3,905
2276,2002,Jun,4.4,2002-06,45 to 54 years,1447,31108,544,-1.6,-15
2277,2003,Jun,4,2003-06,45 to 54 years,1330,32051,-117,0.4,943
2278,2004,Jun,4,2004-06,45 to 54 years,1354,32387,24,0,336
2279,2005,Jun,3.4,2005-06,45 to 54 years,1178,33171,-176,0.6,784
2280,2006,Jun,3.2,2006-06,45 to 54 years,1119,34019,-59,0.2,848
2281,2007,Jun,3,2007-06,45 to 54 years,1065,34558,-54,0.2,539
2282,2008,Jun,3.8,2008-06,45 to 54 years,1375,34592,310,-0.8,34
2283,2009,Jun,7.3,2009-06,45 to 54 years,2659,33521,1284,-3.5,-1071
