,Year,Month,Unemployment level,Date,Age
1,1970,Jan,298.0,1970-01,55 years and above
2,1971,Jan,536.0,1971-01,55 years and above
3,1972,Jan,463.0,1972-01,55 years and above
4,1973,Jan,403.0,1973-01,55 years and above
5,1974,Jan,391.0,1974-01,55 years and above
6,1975,Jan,601.0,1975-01,55 years and above
7,1976,Jan,661.0,1976-01,55 years and above
8,1977,Jan,614.0,1977-01,55 years and above
9,1978,Jan,520.0,1978-01,55 years and above
10,1979,Jan,445.0,1979-01,55 years and above
11,1980,Jan,511.0,1980-01,55 years and above
12,1981,Jan,523.0,1981-01,55 years and above
13,1982,Jan,631.0,1982-01,55 years and above
14,1983,Jan,822.0,1983-01,55 years and above
15,1984,Jan,707.0,1984-01,55 years and above
16,1985,Jan,643.0,1985-01,55 years and above
17,1986,Jan,586.0,1986-01,55 years and above
18,1987,Jan,478.0,1987-01,55 years and above
19,1988,Jan,512.0,1988-01,55 years and above
20,1989,Jan,464.0,1989-01,55 years and above
21,1990,Jan,516.0,1990-01,55 years and above
22,1991,Jan,525.0,1991-01,55 years and above
23,1992,Jan,656.0,1992-01,55 years and above
24,1993,Jan,651.0,1993-01,55 years and above
25,1994,Jan,707.0,1994-01,55 years and above
26,1995,Jan,607.0,1995-01,55 years and above
27,1996,Jan,568.0,1996-01,55 years and above
28,1997,Jan,505.0,1997-01,55 years and above
29,1998,Jan,450.0,1998-01,55 years and above
30,1999,Jan,495.0,1999-01,55 years and above
31,2000,Jan,490.0,2000-01,55 years and above
32,2001,Jan,524.0,2001-01,55 years and above
33,2002,Jan,715.0,2002-01,55 years and above
34,2003,Jan,903.0,2003-01,55 years and above
35,2004,Jan,826.0,2004-01,55 years and above
36,2005,Jan,818.0,2005-01,55 years and above
37,2006,Jan,780.0,2006-01,55 years and above
38,2007,Jan,863.0,2007-01,55 years and above
39,2008,Jan,895.0,2008-01,55 years and above
40,2009,Jan,1548.0,2009-01,55 years and above
41,2010,Jan,2025.0,2010-01,55 years and above
42,2011,Jan,2040.0,2011-01,55 years and above
43,2012,Jan,1867.0,2012-01,55 years and above
44,2013,Jan,1978.0,2013-01,55 years and above
45,2014,Jan,1515.0,2014-01,55 years and above
46,2015,Jan,1425.0,2015-01,55 years and above
47,2016,Jan,1309.0,2016-01,55 years and above
48,2017,Jan,1259.0,2017-01,55 years and above
49,2018,Jan,1069.0,2018-01,55 years and above
50,2019,Jan,1188.0,2019-01,55 years and above
51,2020,Jan,973.0,2020-01,55 years and above
52,2021,Jan,1945.0,2021-01,55 years and above
53,2022,Jan,1179.0,2022-01,55 years and above
54,2023,Jan,874.0,2023-01,55 years and above
55,1969,Feb,295.0,1969-02,55 years and above
56,1970,Feb,352.0,1970-02,55 years and above
57,1971,Feb,524.0,1971-02,55 years and above
58,1972,Feb,464.0,1972-02,55 years and above
59,1973,Feb,393.0,1973-02,55 years and above
60,1974,Feb,406.0,1974-02,55 years and above
61,1975,Feb,642.0,1975-02,55 years and above
62,1976,Feb,651.0,1976-02,55 years and above
63,1977,Feb,672.0,1977-02,55 years and above
64,1978,Feb,485.0,1978-02,55 years and above
65,1979,Feb,464.0,1979-02,55 years and above
66,1980,Feb,439.0,1980-02,55 years and above
67,1981,Feb,546.0,1981-02,55 years and above
68,1982,Feb,659.0,1982-02,55 years and above
69,1983,Feb,837.0,1983-02,55 years and above
70,1984,Feb,660.0,1984-02,55 years and above
71,1985,Feb,590.0,1985-02,55 years and above
72,1986,Feb,635.0,1986-02,55 years and above
73,1987,Feb,450.0,1987-02,55 years and above
74,1988,Feb,480.0,1988-02,55 years and above
75,1989,Feb,455.0,1989-02,55 years and above
76,1990,Feb,492.0,1990-02,55 years and above
77,1991,Feb,565.0,1991-02,55 years and above
78,1992,Feb,664.0,1992-02,55 years and above
79,1993,Feb,656.0,1993-02,55 years and above
80,1994,Feb,690.0,1994-02,55 years and above
81,1995,Feb,554.0,1995-02,55 years and above
82,1996,Feb,583.0,1996-02,55 years and above
83,1997,Feb,498.0,1997-02,55 years and above
84,1998,Feb,442.0,1998-02,55 years and above
85,1999,Feb,484.0,1999-02,55 years and above
86,2000,Feb,524.0,2000-02,55 years and above
87,2001,Feb,524.0,2001-02,55 years and above
88,2002,Feb,785.0,2002-02,55 years and above
89,2003,Feb,853.0,2003-02,55 years and above
90,2004,Feb,861.0,2004-02,55 years and above
91,2005,Feb,853.0,2005-02,55 years and above
92,2006,Feb,728.0,2006-02,55 years and above
93,2007,Feb,802.0,2007-02,55 years and above
94,2008,Feb,898.0,2008-02,55 years and above
95,2009,Feb,1652.0,2009-02,55 years and above
96,2010,Feb,2141.0,2010-02,55 years and above
97,2011,Feb,1977.0,2011-02,55 years and above
98,2012,Feb,1868.0,2012-02,55 years and above
99,2013,Feb,1895.0,2013-02,55 years and above
100,2014,Feb,1512.0,2014-02,55 years and above
101,2015,Feb,1448.0,2015-02,55 years and above
102,2016,Feb,1337.0,2016-02,55 years and above
103,2017,Feb,1231.0,2017-02,55 years and above
104,2018,Feb,1182.0,2018-02,55 years and above
105,2019,Feb,1005.0,2019-02,55 years and above
106,2020,Feb,973.0,2020-02,55 years and above
107,2021,Feb,1972.0,2021-02,55 years and above
108,2022,Feb,1130.0,2022-02,55 years and above
109,2023,Feb,957.0,2023-02,55 years and above
110,1969,Mar,273.0,1969-03,55 years and above
111,1970,Mar,396.0,1970-03,55 years and above
112,1971,Mar,492.0,1971-03,55 years and above
113,1972,Mar,480.0,1972-03,55 years and above
114,1973,Mar,372.0,1973-03,55 years and above
115,1974,Mar,378.0,1974-03,55 years and above
116,1975,Mar,656.0,1975-03,55 years and above
117,1976,Mar,676.0,1976-03,55 years and above
118,1977,Mar,619.0,1977-03,55 years and above
119,1978,Mar,465.0,1978-03,55 years and above
120,1979,Mar,475.0,1979-03,55 years and above
121,1980,Mar,429.0,1980-03,55 years and above
122,1981,Mar,562.0,1981-03,55 years and above
123,1982,Mar,703.0,1982-03,55 years and above
124,1983,Mar,815.0,1983-03,55 years and above
125,1984,Mar,646.0,1984-03,55 years and above
126,1985,Mar,595.0,1985-03,55 years and above
127,1986,Mar,630.0,1986-03,55 years and above
128,1987,Mar,519.0,1987-03,55 years and above
129,1988,Mar,459.0,1988-03,55 years and above
130,1989,Mar,417.0,1989-03,55 years and above
131,1990,Mar,482.0,1990-03,55 years and above
132,1991,Mar,601.0,1991-03,55 years and above
133,1992,Mar,676.0,1992-03,55 years and above
134,1993,Mar,641.0,1993-03,55 years and above
135,1994,Mar,694.0,1994-03,55 years and above
136,1995,Mar,543.0,1995-03,55 years and above
137,1996,Mar,571.0,1996-03,55 years and above
138,1997,Mar,521.0,1997-03,55 years and above
139,1998,Mar,459.0,1998-03,55 years and above
140,1999,Mar,488.0,1999-03,55 years and above
141,2000,Mar,504.0,2000-03,55 years and above
142,2001,Mar,520.0,2001-03,55 years and above
143,2002,Mar,732.0,2002-03,55 years and above
144,2003,Mar,861.0,2003-03,55 years and above
145,2004,Mar,856.0,2004-03,55 years and above
146,2005,Mar,822.0,2005-03,55 years and above
147,2006,Mar,657.0,2006-03,55 years and above
148,2007,Mar,821.0,2007-03,55 years and above
149,2008,Mar,943.0,2008-03,55 years and above
150,2009,Mar,1815.0,2009-03,55 years and above
151,2010,Mar,2064.0,2010-03,55 years and above
152,2011,Mar,1980.0,2011-03,55 years and above
153,2012,Mar,1991.0,2012-03,55 years and above
154,2013,Mar,1813.0,2013-03,55 years and above
155,2014,Mar,1560.0,2014-03,55 years and above
156,2015,Mar,1337.0,2015-03,55 years and above
157,2016,Mar,1380.0,2016-03,55 years and above
158,2017,Mar,1187.0,2017-03,55 years and above
159,2018,Mar,1173.0,2018-03,55 years and above
160,2019,Mar,1008.0,2019-03,55 years and above
161,2020,Mar,1286.0,2020-03,55 years and above
162,2021,Mar,1727.0,2021-03,55 years and above
163,2022,Mar,1004.0,2022-03,55 years and above
164,2023,Mar,1009.0,2023-03,55 years and above
165,1969,Apr,275.0,1969-04,55 years and above
166,1970,Apr,387.0,1970-04,55 years and above
167,1971,Apr,508.0,1971-04,55 years and above
168,1972,Apr,516.0,1972-04,55 years and above
169,1973,Apr,355.0,1973-04,55 years and above
170,1974,Apr,366.0,1974-04,55 years and above
171,1975,Apr,710.0,1975-04,55 years and above
172,1976,Apr,656.0,1976-04,55 years and above
173,1977,Apr,592.0,1977-04,55 years and above
174,1978,Apr,471.0,1978-04,55 years and above
175,1979,Apr,444.0,1979-04,55 years and above
176,1980,Apr,494.0,1980-04,55 years and above
177,1981,Apr,503.0,1981-04,55 years and above
178,1982,Apr,750.0,1982-04,55 years and above
179,1983,Apr,861.0,1983-04,55 years and above
180,1984,Apr,656.0,1984-04,55 years and above
181,1985,Apr,616.0,1985-04,55 years and above
182,1986,Apr,579.0,1986-04,55 years and above
183,1987,Apr,516.0,1987-04,55 years and above
184,1988,Apr,458.0,1988-04,55 years and above
185,1989,Apr,447.0,1989-04,55 years and above
186,1990,Apr,483.0,1990-04,55 years and above
187,1991,Apr,566.0,1991-04,55 years and above
188,1992,Apr,721.0,1992-04,55 years and above
189,1993,Apr,625.0,1993-04,55 years and above
190,1994,Apr,647.0,1994-04,55 years and above
191,1995,Apr,588.0,1995-04,55 years and above
192,1996,Apr,521.0,1996-04,55 years and above
193,1997,Apr,487.0,1997-04,55 years and above
194,1998,Apr,443.0,1998-04,55 years and above
195,1999,Apr,512.0,1999-04,55 years and above
196,2000,Apr,433.0,2000-04,55 years and above
197,2001,Apr,520.0,2001-04,55 years and above
198,2002,Apr,816.0,2002-04,55 years and above
199,2003,Apr,917.0,2003-04,55 years and above
200,2004,Apr,858.0,2004-04,55 years and above
201,2005,Apr,847.0,2005-04,55 years and above
202,2006,Apr,761.0,2006-04,55 years and above
203,2007,Apr,798.0,2007-04,55 years and above
204,2008,Apr,830.0,2008-04,55 years and above
205,2009,Apr,1868.0,2009-04,55 years and above
206,2010,Apr,2091.0,2010-04,55 years and above
207,2011,Apr,1983.0,2011-04,55 years and above
208,2012,Apr,2010.0,2012-04,55 years and above
209,2013,Apr,1807.0,2013-04,55 years and above
210,2014,Apr,1565.0,2014-04,55 years and above
211,2015,Apr,1385.0,2015-04,55 years and above
212,2016,Apr,1315.0,2016-04,55 years and above
213,2017,Apr,1164.0,2017-04,55 years and above
214,2018,Apr,1115.0,2018-04,55 years and above
215,2019,Apr,981.0,2019-04,55 years and above
216,2020,Apr,5052.0,2020-04,55 years and above
217,2021,Apr,1876.0,2021-04,55 years and above
218,2022,Apr,1052.0,2022-04,55 years and above
219,2023,Apr,894.0,2023-04,55 years and above
220,1969,May,237.0,1969-05,55 years and above
221,1970,May,451.0,1970-05,55 years and above
222,1971,May,500.0,1971-05,55 years and above
223,1972,May,511.0,1972-05,55 years and above
224,1973,May,355.0,1973-05,55 years and above
225,1974,May,382.0,1974-05,55 years and above
226,1975,May,717.0,1975-05,55 years and above
227,1976,May,616.0,1976-05,55 years and above
228,1977,May,590.0,1977-05,55 years and above
229,1978,May,466.0,1978-05,55 years and above
230,1979,May,459.0,1979-05,55 years and above
231,1980,May,517.0,1980-05,55 years and above
232,1981,May,516.0,1981-05,55 years and above
233,1982,May,745.0,1982-05,55 years and above
234,1983,May,812.0,1983-05,55 years and above
235,1984,May,669.0,1984-05,55 years and above
236,1985,May,630.0,1985-05,55 years and above
237,1986,May,539.0,1986-05,55 years and above
238,1987,May,520.0,1987-05,55 years and above
239,1988,May,498.0,1988-05,55 years and above
240,1989,May,455.0,1989-05,55 years and above
241,1990,May,457.0,1990-05,55 years and above
242,1991,May,600.0,1991-05,55 years and above
243,1992,May,733.0,1992-05,55 years and above
244,1993,May,631.0,1993-05,55 years and above
245,1994,May,639.0,1994-05,55 years and above
246,1995,May,593.0,1995-05,55 years and above
247,1996,May,579.0,1996-05,55 years and above
248,1997,May,506.0,1997-05,55 years and above
249,1998,May,440.0,1998-05,55 years and above
250,1999,May,488.0,1999-05,55 years and above
251,2000,May,466.0,2000-05,55 years and above
252,2001,May,493.0,2001-05,55 years and above
253,2002,May,815.0,2002-05,55 years and above
254,2003,May,956.0,2003-05,55 years and above
255,2004,May,908.0,2004-05,55 years and above
256,2005,May,786.0,2005-05,55 years and above
257,2006,May,755.0,2006-05,55 years and above
258,2007,May,838.0,2007-05,55 years and above
259,2008,May,890.0,2008-05,55 years and above
260,2009,May,1944.0,2009-05,55 years and above
261,2010,May,2115.0,2010-05,55 years and above
262,2011,May,2071.0,2011-05,55 years and above
263,2012,May,2104.0,2012-05,55 years and above
264,2013,May,1763.0,2013-05,55 years and above
265,2014,May,1571.0,2014-05,55 years and above
266,2015,May,1315.0,2015-05,55 years and above
267,2016,May,1220.0,2016-05,55 years and above
268,2017,May,1133.0,2017-05,55 years and above
269,2018,May,1046.0,2018-05,55 years and above
270,2019,May,1045.0,2019-05,55 years and above
271,2020,May,4384.0,2020-05,55 years and above
272,2021,May,1819.0,2021-05,55 years and above
273,2022,May,1038.0,2022-05,55 years and above
274,2023,May,1056.0,2023-05,55 years and above
275,1969,Jun,276.0,1969-06,55 years and above
276,1970,Jun,407.0,1970-06,55 years and above
277,1971,Jun,469.0,1971-06,55 years and above
278,1972,Jun,511.0,1972-06,55 years and above
279,1973,Jun,370.0,1973-06,55 years and above
280,1974,Jun,386.0,1974-06,55 years and above
281,1975,Jun,702.0,1975-06,55 years and above
282,1976,Jun,679.0,1976-06,55 years and above
283,1977,Jun,559.0,1977-06,55 years and above
284,1978,Jun,467.0,1978-06,55 years and above
285,1979,Jun,431.0,1979-06,55 years and above
286,1980,Jun,493.0,1980-06,55 years and above
287,1981,Jun,500.0,1981-06,55 years and above
288,1982,Jun,778.0,1982-06,55 years and above
289,1983,Jun,830.0,1983-06,55 years and above
290,1984,Jun,689.0,1984-06,55 years and above
291,1985,Jun,659.0,1985-06,55 years and above
292,1986,Jun,575.0,1986-06,55 years and above
293,1987,Jun,485.0,1987-06,55 years and above
294,1988,Jun,453.0,1988-06,55 years and above
295,1989,Jun,503.0,1989-06,55 years and above
296,1990,Jun,416.0,1990-06,55 years and above
297,1991,Jun,630.0,1991-06,55 years and above
298,1992,Jun,805.0,1992-06,55 years and above
299,1993,Jun,655.0,1993-06,55 years and above
300,1994,Jun,613.0,1994-06,55 years and above
301,1995,Jun,583.0,1995-06,55 years and above
302,1996,Jun,560.0,1996-06,55 years and above
303,1997,Jun,519.0,1997-06,55 years and above
304,1998,Jun,438.0,1998-06,55 years and above
305,1999,Jun,548.0,1999-06,55 years and above
306,2000,Jun,434.0,2000-06,55 years and above
307,2001,Jun,519.0,2001-06,55 years and above
308,2002,Jun,814.0,2002-06,55 years and above
309,2003,Jun,966.0,2003-06,55 years and above
310,2004,Jun,930.0,2004-06,55 years and above
311,2005,Jun,764.0,2005-06,55 years and above
312,2006,Jun,770.0,2006-06,55 years and above
313,2007,Jun,815.0,2007-06,55 years and above
314,2008,Jun,924.0,2008-06,55 years and above
315,2009,Jun,2026.0,2009-06,55 years and above
316,2010,Jun,2048.0,2010-06,55 years and above
317,2011,Jun,2129.0,2011-06,55 years and above
318,2012,Jun,2004.0,2012-06,55 years and above
319,2013,Jun,1791.0,2013-06,55 years and above
320,2014,Jun,1509.0,2014-06,55 years and above
321,2015,Jun,1279.0,2015-06,55 years and above
322,2016,Jun,1253.0,2016-06,55 years and above
323,2017,Jun,1113.0,2017-06,55 years and above
324,2018,Jun,1119.0,2018-06,55 years and above
325,2019,Jun,1097.0,2019-06,55 years and above
326,2020,Jun,3599.0,2020-06,55 years and above
327,2021,Jun,1825.0,2021-06,55 years and above
328,2022,Jun,1039.0,2022-06,55 years and above
329,2023,Jun,978.0,2023-06,55 years and above
330,1969,Jul,294.0,1969-07,55 years and above
331,1970,Jul,421.0,1970-07,55 years and above
332,1971,Jul,453.0,1971-07,55 years and above
333,1972,Jul,495.0,1972-07,55 years and above
334,1973,Jul,399.0,1973-07,55 years and above
335,1974,Jul,402.0,1974-07,55 years and above
336,1975,Jul,701.0,1975-07,55 years and above
337,1976,Jul,699.0,1976-07,55 years and above
338,1977,Jul,566.0,1977-07,55 years and above
339,1978,Jul,467.0,1978-07,55 years and above
340,1979,Jul,471.0,1979-07,55 years and above
341,1980,Jul,516.0,1980-07,55 years and above
342,1981,Jul,525.0,1981-07,55 years and above
343,1982,Jul,778.0,1982-07,55 years and above
344,1983,Jul,787.0,1983-07,55 years and above
345,1984,Jul,653.0,1984-07,55 years and above
346,1985,Jul,661.0,1985-07,55 years and above
347,1986,Jul,582.0,1986-07,55 years and above
348,1987,Jul,463.0,1987-07,55 years and above
349,1988,Jul,447.0,1988-07,55 years and above
350,1989,Jul,475.0,1989-07,55 years and above
351,1990,Jul,465.0,1990-07,55 years and above
352,1991,Jul,582.0,1991-07,55 years and above
353,1992,Jul,803.0,1992-07,55 years and above
354,1993,Jul,637.0,1993-07,55 years and above
355,1994,Jul,635.0,1994-07,55 years and above
356,1995,Jul,592.0,1995-07,55 years and above
357,1996,Jul,590.0,1996-07,55 years and above
358,1997,Jul,484.0,1997-07,55 years and above
359,1998,Jul,479.0,1998-07,55 years and above
360,1999,Jul,541.0,1999-07,55 years and above
361,2000,Jul,461.0,2000-07,55 years and above
362,2001,Jul,563.0,2001-07,55 years and above
363,2002,Jul,768.0,2002-07,55 years and above
364,2003,Jul,901.0,2003-07,55 years and above
365,2004,Jul,815.0,2004-07,55 years and above
366,2005,Jul,820.0,2005-07,55 years and above
367,2006,Jul,789.0,2006-07,55 years and above
368,2007,Jul,854.0,2007-07,55 years and above
369,2008,Jul,1030.0,2008-07,55 years and above
370,2009,Jul,1965.0,2009-07,55 years and above
371,2010,Jul,2050.0,2010-07,55 years and above
372,2011,Jul,2110.0,2011-07,55 years and above
373,2012,Jul,1986.0,2012-07,55 years and above
374,2013,Jul,1649.0,2013-07,55 years and above
375,2014,Jul,1539.0,2014-07,55 years and above
376,2015,Jul,1272.0,2015-07,55 years and above
377,2016,Jul,1303.0,2016-07,55 years and above
378,2017,Jul,1135.0,2017-07,55 years and above
379,2018,Jul,1141.0,2018-07,55 years and above
380,2019,Jul,1034.0,2019-07,55 years and above
381,2020,Jul,3333.0,2020-07,55 years and above
382,2021,Jul,1647.0,2021-07,55 years and above
383,2022,Jul,956.0,2022-07,55 years and above
384,2023,Jul,881.0,2023-07,55 years and above
385,1969,Aug,301.0,1969-08,55 years and above
386,1970,Aug,404.0,1970-08,55 years and above
387,1971,Aug,497.0,1971-08,55 years and above
388,1972,Aug,517.0,1972-08,55 years and above
389,1973,Aug,390.0,1973-08,55 years and above
390,1974,Aug,458.0,1974-08,55 years and above
391,1975,Aug,668.0,1975-08,55 years and above
392,1976,Aug,683.0,1976-08,55 years and above
393,1977,Aug,542.0,1977-08,55 years and above
394,1978,Aug,425.0,1978-08,55 years and above
395,1979,Aug,461.0,1979-08,55 years and above
396,1980,Aug,521.0,1980-08,55 years and above
397,1981,Aug,522.0,1981-08,55 years and above
398,1982,Aug,777.0,1982-08,55 years and above
399,1983,Aug,753.0,1983-08,55 years and above
400,1984,Aug,676.0,1984-08,55 years and above
401,1985,Aug,625.0,1985-08,55 years and above
402,1986,Aug,574.0,1986-08,55 years and above
403,1987,Aug,490.0,1987-08,55 years and above
404,1988,Aug,473.0,1988-08,55 years and above
405,1989,Aug,455.0,1989-08,55 years and above
406,1990,Aug,479.0,1990-08,55 years and above
407,1991,Aug,577.0,1991-08,55 years and above
408,1992,Aug,752.0,1992-08,55 years and above
409,1993,Aug,633.0,1993-08,55 years and above
410,1994,Aug,640.0,1994-08,55 years and above
411,1995,Aug,584.0,1995-08,55 years and above
412,1996,Aug,507.0,1996-08,55 years and above
413,1997,Aug,515.0,1997-08,55 years and above
414,1998,Aug,461.0,1998-08,55 years and above
415,1999,Aug,479.0,1999-08,55 years and above
416,2000,Aug,500.0,2000-08,55 years and above
417,2001,Aug,589.0,2001-08,55 years and above
418,2002,Aug,820.0,2002-08,55 years and above
419,2003,Aug,921.0,2003-08,55 years and above
420,2004,Aug,859.0,2004-08,55 years and above
421,2005,Aug,794.0,2005-08,55 years and above
422,2006,Aug,733.0,2006-08,55 years and above
423,2007,Aug,847.0,2007-08,55 years and above
424,2008,Aug,1168.0,2008-08,55 years and above
425,2009,Aug,1978.0,2009-08,55 years and above
426,2010,Aug,2241.0,2010-08,55 years and above
427,2011,Aug,2056.0,2011-08,55 years and above
428,2012,Aug,1896.0,2012-08,55 years and above
429,2013,Aug,1674.0,2013-08,55 years and above
430,2014,Aug,1527.0,2014-08,55 years and above
431,2015,Aug,1319.0,2015-08,55 years and above
432,2016,Aug,1248.0,2016-08,55 years and above
433,2017,Aug,1152.0,2017-08,55 years and above
434,2018,Aug,1144.0,2018-08,55 years and above
435,2019,Aug,1004.0,2019-08,55 years and above
436,2020,Aug,2923.0,2020-08,55 years and above
437,2021,Aug,1483.0,2021-08,55 years and above
438,2022,Aug,1018.0,2022-08,55 years and above
439,2023,Aug,1036.0,2023-08,55 years and above
440,1969,Sep,311.0,1969-09,55 years and above
441,1970,Sep,450.0,1970-09,55 years and above
442,1971,Sep,464.0,1971-09,55 years and above
443,1972,Sep,462.0,1972-09,55 years and above
444,1973,Sep,381.0,1973-09,55 years and above
445,1974,Sep,439.0,1974-09,55 years and above
446,1975,Sep,652.0,1975-09,55 years and above
447,1976,Sep,674.0,1976-09,55 years and above
448,1977,Sep,586.0,1977-09,55 years and above
449,1978,Sep,486.0,1978-09,55 years and above
450,1979,Sep,440.0,1979-09,55 years and above
451,1980,Sep,518.0,1980-09,55 years and above
452,1981,Sep,571.0,1981-09,55 years and above
453,1982,Sep,783.0,1982-09,55 years and above
454,1983,Sep,752.0,1983-09,55 years and above
455,1984,Sep,644.0,1984-09,55 years and above
456,1985,Sep,592.0,1985-09,55 years and above
457,1986,Sep,587.0,1986-09,55 years and above
458,1987,Sep,505.0,1987-09,55 years and above
459,1988,Sep,437.0,1988-09,55 years and above
460,1989,Sep,463.0,1989-09,55 years and above
461,1990,Sep,503.0,1990-09,55 years and above
462,1991,Sep,565.0,1991-09,55 years and above
463,1992,Sep,728.0,1992-09,55 years and above
464,1993,Sep,696.0,1993-09,55 years and above
465,1994,Sep,582.0,1994-09,55 years and above
466,1995,Sep,570.0,1995-09,55 years and above
467,1996,Sep,527.0,1996-09,55 years and above
468,1997,Sep,505.0,1997-09,55 years and above
469,1998,Sep,469.0,1998-09,55 years and above
470,1999,Sep,457.0,1999-09,55 years and above
471,2000,Sep,511.0,2000-09,55 years and above
472,2001,Sep,651.0,2001-09,55 years and above
473,2002,Sep,818.0,2002-09,55 years and above
474,2003,Sep,884.0,2003-09,55 years and above
475,2004,Sep,857.0,2004-09,55 years and above
476,2005,Sep,889.0,2005-09,55 years and above
477,2006,Sep,756.0,2006-09,55 years and above
478,2007,Sep,837.0,2007-09,55 years and above
479,2008,Sep,1179.0,2008-09,55 years and above
480,2009,Sep,1965.0,2009-09,55 years and above
481,2010,Sep,2142.0,2010-09,55 years and above
482,2011,Sep,2065.0,2011-09,55 years and above
483,2012,Sep,1916.0,2012-09,55 years and above
484,2013,Sep,1745.0,2013-09,55 years and above
485,2014,Sep,1326.0,2014-09,55 years and above
486,2015,Sep,1334.0,2015-09,55 years and above
487,2016,Sep,1280.0,2016-09,55 years and above
488,2017,Sep,1216.0,2017-09,55 years and above
489,2018,Sep,1108.0,2018-09,55 years and above
490,2019,Sep,975.0,2019-09,55 years and above
491,2020,Sep,2566.0,2020-09,55 years and above
492,2021,Sep,1354.0,2021-09,55 years and above
493,2022,Sep,938.0,2022-09,55 years and above
495,1969,Oct,324.0,1969-10,55 years and above
496,1970,Oct,444.0,1970-10,55 years and above
497,1971,Oct,426.0,1971-10,55 years and above
498,1972,Oct,504.0,1972-10,55 years and above
499,1973,Oct,380.0,1973-10,55 years and above
500,1974,Oct,446.0,1974-10,55 years and above
501,1975,Oct,703.0,1975-10,55 years and above
502,1976,Oct,648.0,1976-10,55 years and above
503,1977,Oct,619.0,1977-10,55 years and above
504,1978,Oct,465.0,1978-10,55 years and above
505,1979,Oct,465.0,1979-10,55 years and above
506,1980,Oct,492.0,1980-10,55 years and above
507,1981,Oct,565.0,1981-10,55 years and above
508,1982,Oct,806.0,1982-10,55 years and above
509,1983,Oct,721.0,1983-10,55 years and above
510,1984,Oct,687.0,1984-10,55 years and above
511,1985,Oct,581.0,1985-10,55 years and above
512,1986,Oct,602.0,1986-10,55 years and above
513,1987,Oct,487.0,1987-10,55 years and above
514,1988,Oct,422.0,1988-10,55 years and above
515,1989,Oct,466.0,1989-10,55 years and above
516,1990,Oct,537.0,1990-10,55 years and above
517,1991,Oct,547.0,1991-10,55 years and above
518,1992,Oct,729.0,1992-10,55 years and above
519,1993,Oct,682.0,1993-10,55 years and above
520,1994,Oct,623.0,1994-10,55 years and above
521,1995,Oct,563.0,1995-10,55 years and above
522,1996,Oct,517.0,1996-10,55 years and above
523,1997,Oct,477.0,1997-10,55 years and above
524,1998,Oct,468.0,1998-10,55 years and above
525,1999,Oct,466.0,1999-10,55 years and above
526,2000,Oct,516.0,2000-10,55 years and above
527,2001,Oct,689.0,2001-10,55 years and above
528,2002,Oct,829.0,2002-10,55 years and above
529,2003,Oct,847.0,2003-10,55 years and above
530,2004,Oct,881.0,2004-10,55 years and above
531,2005,Oct,788.0,2005-10,55 years and above
532,2006,Oct,768.0,2006-10,55 years and above
533,2007,Oct,830.0,2007-10,55 years and above
534,2008,Oct,1287.0,2008-10,55 years and above
535,2009,Oct,2027.0,2009-10,55 years and above
536,2010,Oct,2150.0,2010-10,55 years and above
537,2011,Oct,2203.0,2011-10,55 years and above
538,2012,Oct,1940.0,2012-10,55 years and above
539,2013,Oct,1849.0,2013-10,55 years and above
540,2014,Oct,1415.0,2014-10,55 years and above
541,2015,Oct,1220.0,2015-10,55 years and above
542,2016,Oct,1342.0,2016-10,55 years and above
543,2017,Oct,1158.0,2017-10,55 years and above
544,2018,Oct,1081.0,2018-10,55 years and above
545,2019,Oct,1022.0,2019-10,55 years and above
546,2020,Oct,2067.0,2020-10,55 years and above
547,2021,Oct,1334.0,2021-10,55 years and above
548,2022,Oct,938.0,2022-10,55 years and above
550,1969,Nov,289.0,1969-11,55 years and above
551,1970,Nov,475.0,1970-11,55 years and above
552,1971,Nov,493.0,1971-11,55 years and above
553,1972,Nov,404.0,1972-11,55 years and above
554,1973,Nov,382.0,1973-11,55 years and above
555,1974,Nov,447.0,1974-11,55 years and above
556,1975,Nov,676.0,1975-11,55 years and above
557,1976,Nov,640.0,1976-11,55 years and above
558,1977,Nov,597.0,1977-11,55 years and above
559,1978,Nov,443.0,1978-11,55 years and above
560,1979,Nov,432.0,1979-11,55 years and above
561,1980,Nov,503.0,1980-11,55 years and above
562,1981,Nov,551.0,1981-11,55 years and above
563,1982,Nov,832.0,1982-11,55 years and above
564,1983,Nov,724.0,1983-11,55 years and above
565,1984,Nov,647.0,1984-11,55 years and above
566,1985,Nov,559.0,1985-11,55 years and above
567,1986,Nov,562.0,1986-11,55 years and above
568,1987,Nov,510.0,1987-11,55 years and above
569,1988,Nov,432.0,1988-11,55 years and above
570,1989,Nov,510.0,1989-11,55 years and above
571,1990,Nov,533.0,1990-11,55 years and above
572,1991,Nov,620.0,1991-11,55 years and above
573,1992,Nov,703.0,1992-11,55 years and above
574,1993,Nov,628.0,1993-11,55 years and above
575,1994,Nov,610.0,1994-11,55 years and above
576,1995,Nov,603.0,1995-11,55 years and above
577,1996,Nov,484.0,1996-11,55 years and above
578,1997,Nov,460.0,1997-11,55 years and above
579,1998,Nov,523.0,1998-11,55 years and above
580,1999,Nov,455.0,1999-11,55 years and above
581,2000,Nov,532.0,2000-11,55 years and above
582,2001,Nov,692.0,2001-11,55 years and above
583,2002,Nov,774.0,2002-11,55 years and above
