,Year,Month,Unemployment Rate,Date,Age,Unnamed: 0,Unemployment level
0,1969,Jan,5.5,1969-01,20 to 24 years,0,524.0
1,1970,Jan,6.4,1970-01,20 to 24 years,1,653.0
2,1971,Jan,9.8,1971-01,20 to 24 years,2,1081.0
3,1972,Jan,9.9,1972-01,20 to 24 years,3,1168.0
4,1973,Jan,8.1,1973-01,20 to 24 years,4,1008.0
5,1974,Jan,8.3,1974-01,20 to 24 years,5,1082.0
6,1975,Jan,12.2,1975-01,20 to 24 years,6,1666.0
7,1976,Jan,12.7,1976-01,20 to 24 years,7,1765.0
8,1977,Jan,11.4,1977-01,20 to 24 years,8,1665.0
9,1978,Jan,10.6,1978-01,20 to 24 years,9,1602.0
10,1979,Jan,8.8,1979-01,20 to 24 years,10,1377.0
11,1980,Jan,10.2,1980-01,20 to 24 years,11,1628.0
12,1981,Jan,11.9,1981-01,20 to 24 years,12,1918.0
13,1982,Jan,13.5,1982-01,20 to 24 years,13,2166.0
14,1983,Jan,16.0,1983-01,20 to 24 years,14,2577.0
15,1984,Jan,12.5,1984-01,20 to 24 years,15,2006.0
16,1985,Jan,11.0,1985-01,20 to 24 years,16,1753.0
17,1986,Jan,10.4,1986-01,20 to 24 years,17,1628.0
18,1987,Jan,10.6,1987-01,20 to 24 years,18,1618.0
19,1988,Jan,9.0,1988-01,20 to 24 years,19,1327.0
20,1989,Jan,9.2,1989-01,20 to 24 years,20,1315.0
21,1990,Jan,8.6,1990-01,20 to 24 years,21,1263.0
22,1991,Jan,9.6,1991-01,20 to 24 years,22,1420.0
23,1992,Jan,11.3,1992-01,20 to 24 years,23,1639.0
24,1993,Jan,11.1,1993-01,20 to 24 years,24,1616.0
25,1994,Jan,10.9,1994-01,20 to 24 years,25,1532.0
26,1995,Jan,8.6,1995-01,20 to 24 years,26,1207.0
27,1996,Jan,10.0,1996-01,20 to 24 years,27,1339.0
28,1997,Jan,9.5,1997-01,20 to 24 years,28,1283.0
29,1998,Jan,9.1,1998-01,20 to 24 years,29,1245.0
30,1999,Jan,7.1,1999-01,20 to 24 years,30,977.0
31,2000,Jan,7.5,2000-01,20 to 24 years,31,1057.0
32,2001,Jan,7.3,2001-01,20 to 24 years,32,1057.0
33,2002,Jan,9.8,2002-01,20 to 24 years,33,1417.0
34,2003,Jan,9.4,2003-01,20 to 24 years,34,1408.0
35,2004,Jan,9.7,2004-01,20 to 24 years,35,1465.0
36,2005,Jan,9.5,2005-01,20 to 24 years,36,1438.0
37,2006,Jan,8.2,2006-01,20 to 24 years,37,1224.0
38,2007,Jan,8.1,2007-01,20 to 24 years,38,1252.0
39,2008,Jan,8.9,2008-01,20 to 24 years,39,1357.0
40,2009,Jan,12.5,2009-01,20 to 24 years,40,1864.0
41,2010,Jan,15.9,2010-01,20 to 24 years,41,2362.0
42,2011,Jan,15.2,2011-01,20 to 24 years,42,2323.0
43,2012,Jan,13.3,2012-01,20 to 24 years,43,2042.0
44,2013,Jan,14.2,2013-01,20 to 24 years,44,2232.0
45,2014,Jan,11.9,2014-01,20 to 24 years,45,1862.0
46,2015,Jan,9.6,2015-01,20 to 24 years,46,1486.0
47,2016,Jan,7.8,2016-01,20 to 24 years,47,1182.0
48,2017,Jan,8.2,2017-01,20 to 24 years,48,1255.0
49,2018,Jan,7.4,2018-01,20 to 24 years,49,1132.0
50,2019,Jan,7.8,2019-01,20 to 24 years,50,1177.0
51,2020,Jan,7.0,2020-01,20 to 24 years,51,1061.0
52,2021,Jan,9.9,2021-01,20 to 24 years,52,1452.0
53,2022,Jan,7.3,2022-01,20 to 24 years,53,1076.0
54,2023,Jan,7.1,2023-01,20 to 24 years,54,1116.0
55,1969,Feb,5.5,1969-02,20 to 24 years,55,533.0
56,1970,Feb,7.4,1970-02,20 to 24 years,56,761.0
57,1971,Feb,10.0,1971-02,20 to 24 years,57,1094.0
58,1972,Feb,9.2,1972-02,20 to 24 years,58,1091.0
59,1973,Feb,8.0,1973-02,20 to 24 years,59,1006.0
60,1974,Feb,8.4,1974-02,20 to 24 years,60,1113.0
61,1975,Feb,13.1,1975-02,20 to 24 years,61,1782.0
62,1976,Feb,11.9,1976-02,20 to 24 years,62,1671.0
63,1977,Feb,12.0,1977-02,20 to 24 years,63,1764.0
64,1978,Feb,10.3,1978-02,20 to 24 years,64,1558.0
65,1979,Feb,9.0,1979-02,20 to 24 years,65,1416.0
66,1980,Feb,10.0,1980-02,20 to 24 years,66,1587.0
67,1981,Feb,11.8,1981-02,20 to 24 years,67,1900.0
68,1982,Feb,14.0,1982-02,20 to 24 years,68,2249.0
69,1983,Feb,16.2,1983-02,20 to 24 years,69,2610.0
70,1984,Feb,11.7,1984-02,20 to 24 years,70,1869.0
71,1985,Feb,11.3,1985-02,20 to 24 years,71,1786.0
72,1986,Feb,10.9,1986-02,20 to 24 years,72,1709.0
73,1987,Feb,10.5,1987-02,20 to 24 years,73,1609.0
74,1988,Feb,8.9,1988-02,20 to 24 years,74,1314.0
75,1989,Feb,8.2,1989-02,20 to 24 years,75,1176.0
76,1990,Feb,8.4,1990-02,20 to 24 years,76,1242.0
77,1991,Feb,10.4,1991-02,20 to 24 years,77,1528.0
78,1992,Feb,11.3,1992-02,20 to 24 years,78,1644.0
79,1993,Feb,11.3,1993-02,20 to 24 years,79,1638.0
80,1994,Feb,10.2,1994-02,20 to 24 years,80,1441.0
81,1995,Feb,8.5,1995-02,20 to 24 years,81,1177.0
82,1996,Feb,9.6,1996-02,20 to 24 years,82,1284.0
83,1997,Feb,8.6,1997-02,20 to 24 years,83,1157.0
84,1998,Feb,8.4,1998-02,20 to 24 years,84,1138.0
85,1999,Feb,7.7,1999-02,20 to 24 years,85,1064.0
86,2000,Feb,7.6,2000-02,20 to 24 years,86,1071.0
87,2001,Feb,7.4,2001-02,20 to 24 years,87,1068.0
88,2002,Feb,9.7,2002-02,20 to 24 years,88,1432.0
89,2003,Feb,9.5,2003-02,20 to 24 years,89,1425.0
90,2004,Feb,9.5,2004-02,20 to 24 years,90,1429.0
91,2005,Feb,10.0,2005-02,20 to 24 years,91,1515.0
92,2006,Feb,8.6,2006-02,20 to 24 years,92,1303.0
93,2007,Feb,7.6,2007-02,20 to 24 years,93,1161.0
94,2008,Feb,9.0,2008-02,20 to 24 years,94,1349.0
95,2009,Feb,13.2,2009-02,20 to 24 years,95,1993.0
96,2010,Feb,15.8,2010-02,20 to 24 years,96,2359.0
97,2011,Feb,15.3,2011-02,20 to 24 years,97,2344.0
98,2012,Feb,13.8,2012-02,20 to 24 years,98,2139.0
99,2013,Feb,12.9,2013-02,20 to 24 years,99,2011.0
100,2014,Feb,12.0,2014-02,20 to 24 years,100,1868.0
101,2015,Feb,10.0,2015-02,20 to 24 years,101,1557.0
102,2016,Feb,8.6,2016-02,20 to 24 years,102,1325.0
103,2017,Feb,8.0,2017-02,20 to 24 years,103,1240.0
104,2018,Feb,6.9,2018-02,20 to 24 years,104,1047.0
105,2019,Feb,7.3,2019-02,20 to 24 years,105,1103.0
106,2020,Feb,6.5,2020-02,20 to 24 years,106,988.0
107,2021,Feb,9.7,2021-02,20 to 24 years,107,1426.0
108,2022,Feb,7.5,2022-02,20 to 24 years,108,1121.0
109,2023,Feb,6.9,2023-02,20 to 24 years,109,1103.0
110,1969,Mar,5.5,1969-03,20 to 24 years,110,535.0
111,1970,Mar,6.9,1970-03,20 to 24 years,111,713.0
112,1971,Mar,10.1,1971-03,20 to 24 years,112,1110.0
113,1972,Mar,9.8,1972-03,20 to 24 years,113,1171.0
114,1973,Mar,7.8,1973-03,20 to 24 years,114,998.0
115,1974,Mar,8.0,1974-03,20 to 24 years,115,1047.0
116,1975,Mar,13.8,1975-03,20 to 24 years,116,1883.0
117,1976,Mar,11.9,1976-03,20 to 24 years,117,1676.0
118,1977,Mar,11.4,1977-03,20 to 24 years,118,1669.0
119,1978,Mar,10.3,1978-03,20 to 24 years,119,1555.0
120,1979,Mar,9.0,1979-03,20 to 24 years,120,1421.0
121,1980,Mar,10.0,1980-03,20 to 24 years,121,1575.0
122,1981,Mar,11.7,1981-03,20 to 24 years,122,1888.0
123,1982,Mar,14.2,1982-03,20 to 24 years,123,2294.0
124,1983,Mar,15.6,1983-03,20 to 24 years,124,2497.0
125,1984,Mar,11.8,1984-03,20 to 24 years,125,1885.0
126,1985,Mar,11.2,1985-03,20 to 24 years,126,1767.0
127,1986,Mar,10.7,1986-03,20 to 24 years,127,1665.0
128,1987,Mar,10.2,1987-03,20 to 24 years,128,1545.0
129,1988,Mar,9.2,1988-03,20 to 24 years,129,1347.0
130,1989,Mar,8.0,1989-03,20 to 24 years,130,1142.0
131,1990,Mar,8.6,1990-03,20 to 24 years,131,1267.0
132,1991,Mar,10.5,1991-03,20 to 24 years,132,1536.0
133,1992,Mar,11.1,1992-03,20 to 24 years,133,1620.0
134,1993,Mar,10.7,1993-03,20 to 24 years,134,1540.0
135,1994,Mar,10.5,1994-03,20 to 24 years,135,1484.0
136,1995,Mar,9.1,1995-03,20 to 24 years,136,1264.0
137,1996,Mar,9.4,1996-03,20 to 24 years,137,1265.0
138,1997,Mar,8.9,1997-03,20 to 24 years,138,1197.0
139,1998,Mar,7.9,1998-03,20 to 24 years,139,1074.0
140,1999,Mar,7.2,1999-03,20 to 24 years,140,1008.0
141,2000,Mar,7.4,2000-03,20 to 24 years,141,1054.0
142,2001,Mar,7.6,2001-03,20 to 24 years,142,1118.0
143,2002,Mar,10.3,2002-03,20 to 24 years,143,1517.0
144,2003,Mar,9.1,2003-03,20 to 24 years,144,1357.0
145,2004,Mar,9.8,2004-03,20 to 24 years,145,1479.0
146,2005,Mar,9.2,2005-03,20 to 24 years,146,1385.0
147,2006,Mar,7.8,2006-03,20 to 24 years,147,1164.0
148,2007,Mar,7.7,2007-03,20 to 24 years,148,1176.0
149,2008,Mar,9.4,2008-03,20 to 24 years,149,1404.0
150,2009,Mar,14.0,2009-03,20 to 24 years,150,2125.0
151,2010,Mar,15.8,2010-03,20 to 24 years,151,2356.0
152,2011,Mar,15.0,2011-03,20 to 24 years,152,2288.0
153,2012,Mar,13.0,2012-03,20 to 24 years,153,2003.0
154,2013,Mar,13.1,2013-03,20 to 24 years,154,2025.0
155,2014,Mar,12.4,2014-03,20 to 24 years,155,1966.0
156,2015,Mar,10.7,2015-03,20 to 24 years,156,1642.0
157,2016,Mar,8.6,2016-03,20 to 24 years,157,1333.0
158,2017,Mar,7.2,2017-03,20 to 24 years,158,1109.0
159,2018,Mar,6.4,2018-03,20 to 24 years,159,985.0
160,2019,Mar,6.9,2019-03,20 to 24 years,160,1051.0
161,2020,Mar,8.3,2020-03,20 to 24 years,161,1220.0
162,2021,Mar,10.1,2021-03,20 to 24 years,162,1475.0
163,2022,Mar,7.4,2022-03,20 to 24 years,163,1107.0
164,2023,Mar,6.5,2023-03,20 to 24 years,164,1034.0
165,1969,Apr,5.6,1969-04,20 to 24 years,165,545.0
166,1970,Apr,7.5,1970-04,20 to 24 years,166,776.0
167,1971,Apr,10.0,1971-04,20 to 24 years,167,1116.0
168,1972,Apr,9.6,1972-04,20 to 24 years,168,1149.0
169,1973,Apr,8.0,1973-04,20 to 24 years,169,1024.0
170,1974,Apr,8.0,1974-04,20 to 24 years,170,1058.0
171,1975,Apr,14.4,1975-04,20 to 24 years,171,1970.0
172,1976,Apr,12.0,1976-04,20 to 24 years,172,1712.0
173,1977,Apr,11.0,1977-04,20 to 24 years,173,1615.0
174,1978,Apr,10.1,1978-04,20 to 24 years,174,1536.0
175,1979,Apr,8.7,1979-04,20 to 24 years,175,1364.0
176,1980,Apr,11.2,1980-04,20 to 24 years,176,1786.0
177,1981,Apr,11.9,1981-04,20 to 24 years,177,1926.0
178,1982,Apr,14.6,1982-04,20 to 24 years,178,2347.0
179,1983,Apr,15.4,1983-04,20 to 24 years,179,2459.0
180,1984,Apr,12.1,1984-04,20 to 24 years,180,1944.0
181,1985,Apr,11.0,1985-04,20 to 24 years,181,1743.0
182,1986,Apr,10.8,1986-04,20 to 24 years,182,1677.0
183,1987,Apr,10.1,1987-04,20 to 24 years,183,1527.0
184,1988,Apr,8.7,1988-04,20 to 24 years,184,1266.0
185,1989,Apr,8.4,1989-04,20 to 24 years,185,1199.0
186,1990,Apr,9.2,1990-04,20 to 24 years,186,1354.0
187,1991,Apr,10.2,1991-04,20 to 24 years,187,1481.0
188,1992,Apr,11.2,1992-04,20 to 24 years,188,1632.0
189,1993,Apr,10.9,1993-04,20 to 24 years,189,1571.0
190,1994,Apr,10.1,1994-04,20 to 24 years,190,1430.0
191,1995,Apr,8.9,1995-04,20 to 24 years,191,1229.0
192,1996,Apr,9.1,1996-04,20 to 24 years,192,1222.0
193,1997,Apr,9.0,1997-04,20 to 24 years,193,1210.0
194,1998,Apr,7.5,1998-04,20 to 24 years,194,1026.0
195,1999,Apr,7.5,1999-04,20 to 24 years,195,1039.0
196,2000,Apr,7.2,2000-04,20 to 24 years,196,1017.0
197,2001,Apr,8.1,2001-04,20 to 24 years,197,1183.0
198,2002,Apr,10.0,2002-04,20 to 24 years,198,1469.0
199,2003,Apr,10.2,2003-04,20 to 24 years,199,1526.0
200,2004,Apr,9.3,2004-04,20 to 24 years,200,1418.0
201,2005,Apr,8.9,2005-04,20 to 24 years,201,1341.0
202,2006,Apr,8.2,2006-04,20 to 24 years,202,1238.0
203,2007,Apr,7.8,2007-04,20 to 24 years,203,1175.0
204,2008,Apr,8.7,2008-04,20 to 24 years,204,1312.0
205,2009,Apr,14.4,2009-04,20 to 24 years,205,2195.0
206,2010,Apr,17.2,2010-04,20 to 24 years,206,2599.0
207,2011,Apr,14.9,2011-04,20 to 24 years,207,2274.0
208,2012,Apr,13.3,2012-04,20 to 24 years,208,2057.0
209,2013,Apr,13.4,2013-04,20 to 24 years,209,2098.0
210,2014,Apr,10.8,2014-04,20 to 24 years,210,1679.0
211,2015,Apr,9.7,2015-04,20 to 24 years,211,1493.0
212,2016,Apr,9.1,2016-04,20 to 24 years,212,1386.0
213,2017,Apr,7.3,2017-04,20 to 24 years,213,1122.0
214,2018,Apr,6.7,2018-04,20 to 24 years,214,1018.0
215,2019,Apr,6.4,2019-04,20 to 24 years,215,975.0
216,2020,Apr,25.5,2020-04,20 to 24 years,216,3431.0
217,2021,Apr,10.4,2021-04,20 to 24 years,217,1526.0
218,2022,Apr,6.9,2022-04,20 to 24 years,218,1013.0
219,2023,Apr,5.4,2023-04,20 to 24 years,219,843.0
220,1969,May,5.4,1969-05,20 to 24 years,220,527.0
221,1970,May,7.8,1970-05,20 to 24 years,221,813.0
222,1971,May,10.5,1971-05,20 to 24 years,222,1182.0
223,1972,May,9.5,1972-05,20 to 24 years,223,1137.0
224,1973,May,7.8,1973-05,20 to 24 years,224,1000.0
225,1974,May,8.6,1974-05,20 to 24 years,225,1138.0
226,1975,May,14.7,1975-05,20 to 24 years,226,2037.0
227,1976,May,11.5,1976-05,20 to 24 years,227,1644.0
228,1977,May,11.0,1977-05,20 to 24 years,228,1617.0
229,1978,May,9.2,1978-05,20 to 24 years,229,1396.0
230,1979,May,8.9,1979-05,20 to 24 years,230,1390.0
231,1980,May,12.4,1980-05,20 to 24 years,231,1994.0
232,1981,May,12.8,1981-05,20 to 24 years,232,2075.0
233,1982,May,14.3,1982-05,20 to 24 years,233,2294.0
234,1983,May,15.2,1983-05,20 to 24 years,234,2400.0
235,1984,May,11.1,1984-05,20 to 24 years,235,1786.0
236,1985,May,11.2,1985-05,20 to 24 years,236,1756.0
237,1986,May,11.2,1986-05,20 to 24 years,237,1729.0
238,1987,May,9.8,1987-05,20 to 24 years,238,1482.0
239,1988,May,9.1,1988-05,20 to 24 years,239,1308.0
240,1989,May,8.0,1989-05,20 to 24 years,240,1127.0
241,1990,May,8.6,1990-05,20 to 24 years,241,1262.0
242,1991,May,11.0,1991-05,20 to 24 years,242,1594.0
243,1992,May,11.6,1992-05,20 to 24 years,243,1690.0
244,1993,May,11.4,1993-05,20 to 24 years,244,1661.0
245,1994,May,9.6,1994-05,20 to 24 years,245,1362.0
246,1995,May,8.7,1995-05,20 to 24 years,246,1187.0
247,1996,May,9.6,1996-05,20 to 24 years,247,1288.0
248,1997,May,8.2,1997-05,20 to 24 years,248,1124.0
249,1998,May,7.6,1998-05,20 to 24 years,249,1036.0
250,1999,May,7.4,1999-05,20 to 24 years,250,1027.0
251,2000,May,8.0,2000-05,20 to 24 years,251,1127.0
252,2001,May,8.1,2001-05,20 to 24 years,252,1164.0
253,2002,May,9.0,2002-05,20 to 24 years,253,1340.0
254,2003,May,10.4,2003-05,20 to 24 years,254,1565.0
255,2004,May,9.7,2004-05,20 to 24 years,255,1471.0
256,2005,May,8.8,2005-05,20 to 24 years,256,1328.0
257,2006,May,8.1,2006-05,20 to 24 years,257,1223.0
258,2007,May,7.2,2007-05,20 to 24 years,258,1082.0
259,2008,May,10.2,2008-05,20 to 24 years,259,1550.0
260,2009,May,15.0,2009-05,20 to 24 years,260,2258.0
261,2010,May,14.7,2010-05,20 to 24 years,261,2206.0
262,2011,May,14.8,2011-05,20 to 24 years,262,2253.0
263,2012,May,13.0,2012-05,20 to 24 years,263,2007.0
264,2013,May,13.3,2013-05,20 to 24 years,264,2052.0
265,2014,May,11.1,2014-05,20 to 24 years,265,1745.0
266,2015,May,10.3,2015-05,20 to 24 years,266,1605.0
267,2016,May,8.3,2016-05,20 to 24 years,267,1269.0
268,2017,May,6.6,2017-05,20 to 24 years,268,997.0
269,2018,May,6.9,2018-05,20 to 24 years,269,1053.0
270,2019,May,6.9,2019-05,20 to 24 years,270,1067.0
271,2020,May,23.0,2020-05,20 to 24 years,271,3179.0
272,2021,May,10.2,2021-05,20 to 24 years,272,1497.0
273,2022,May,6.7,2022-05,20 to 24 years,273,996.0
274,2023,May,6.3,2023-05,20 to 24 years,274,990.0
275,1969,Jun,5.6,1969-06,20 to 24 years,275,557.0
276,1970,Jun,7.8,1970-06,20 to 24 years,276,817.0
277,1971,Jun,10.4,1971-06,20 to 24 years,277,1160.0
278,1972,Jun,9.1,1972-06,20 to 24 years,278,1103.0
279,1973,Jun,8.0,1973-06,20 to 24 years,279,1028.0
280,1974,Jun,8.7,1974-06,20 to 24 years,280,1155.0
281,1975,Jun,13.3,1975-06,20 to 24 years,281,1822.0
282,1976,Jun,11.9,1976-06,20 to 24 years,282,1702.0
283,1977,Jun,10.9,1977-06,20 to 24 years,283,1624.0
284,1978,Jun,9.4,1978-06,20 to 24 years,284,1453.0
285,1979,Jun,8.9,1979-06,20 to 24 years,285,1404.0
286,1980,Jun,12.2,1980-06,20 to 24 years,286,1936.0
287,1981,Jun,12.2,1981-06,20 to 24 years,287,1960.0
288,1982,Jun,14.6,1982-06,20 to 24 years,288,2358.0
289,1983,Jun,14.6,1983-06,20 to 24 years,289,2351.0
290,1984,Jun,10.7,1984-06,20 to 24 years,290,1740.0
291,1985,Jun,11.1,1985-06,20 to 24 years,291,1739.0
292,1986,Jun,10.6,1986-06,20 to 24 years,292,1631.0
293,1987,Jun,10.0,1987-06,20 to 24 years,293,1495.0
294,1988,Jun,8.4,1988-06,20 to 24 years,294,1210.0
295,1989,Jun,8.7,1989-06,20 to 24 years,295,1247.0
296,1990,Jun,8.3,1990-06,20 to 24 years,296,1230.0
297,1991,Jun,11.1,1991-06,20 to 24 years,297,1601.0
298,1992,Jun,11.4,1992-06,20 to 24 years,298,1660.0
299,1993,Jun,10.6,1993-06,20 to 24 years,299,1528.0
300,1994,Jun,9.6,1994-06,20 to 24 years,300,1360.0
301,1995,Jun,9.0,1995-06,20 to 24 years,301,1245.0
302,1996,Jun,9.2,1996-06,20 to 24 years,302,1230.0
303,1997,Jun,8.3,1997-06,20 to 24 years,303,1123.0
304,1998,Jun,8.0,1998-06,20 to 24 years,304,1096.0
305,1999,Jun,7.6,1999-06,20 to 24 years,305,1064.0
306,2000,Jun,7.5,2000-06,20 to 24 years,306,1075.0
307,2001,Jun,8.2,2001-06,20 to 24 years,307,1186.0
308,2002,Jun,9.3,2002-06,20 to 24 years,308,1362.0
309,2003,Jun,10.4,2003-06,20 to 24 years,309,1564.0
310,2004,Jun,9.7,2004-06,20 to 24 years,310,1467.0
311,2005,Jun,8.7,2005-06,20 to 24 years,311,1313.0
312,2006,Jun,7.8,2006-06,20 to 24 years,312,1168.0
313,2007,Jun,8.0,2007-06,20 to 24 years,313,1209.0
314,2008,Jun,10.0,2008-06,20 to 24 years,314,1528.0
315,2009,Jun,15.1,2009-06,20 to 24 years,315,2277.0
316,2010,Jun,15.2,2010-06,20 to 24 years,316,2287.0
317,2011,Jun,14.3,2011-06,20 to 24 years,317,2164.0
318,2012,Jun,13.6,2012-06,20 to 24 years,318,2097.0
319,2013,Jun,13.5,2013-06,20 to 24 years,319,2115.0
320,2014,Jun,10.5,2014-06,20 to 24 years,320,1635.0
321,2015,Jun,9.7,2015-06,20 to 24 years,321,1517.0
322,2016,Jun,8.4,2016-06,20 to 24 years,322,1288.0
323,2017,Jun,7.3,2017-06,20 to 24 years,323,1098.0
324,2018,Jun,7.4,2018-06,20 to 24 years,324,1116.0
325,2019,Jun,6.0,2019-06,20 to 24 years,325,918.0
326,2020,Jun,19.6,2020-06,20 to 24 years,326,2764.0
327,2021,Jun,9.1,2021-06,20 to 24 years,327,1337.0
328,2022,Jun,6.8,2022-06,20 to 24 years,328,1018.0
329,2023,Jun,6.1,2023-06,20 to 24 years,329,952.0
330,1969,Jul,5.7,1969-07,20 to 24 years,330,564.0
331,1970,Jul,8.5,1970-07,20 to 24 years,331,905.0
332,1971,Jul,9.7,1971-07,20 to 24 years,332,1101.0
333,1972,Jul,9.7,1972-07,20 to 24 years,333,1175.0
334,1973,Jul,8.1,1973-07,20 to 24 years,334,1047.0
335,1974,Jul,9.0,1974-07,20 to 24 years,335,1195.0
336,1975,Jul,13.9,1975-07,20 to 24 years,336,1928.0
337,1976,Jul,11.5,1976-07,20 to 24 years,337,1662.0
338,1977,Jul,10.7,1977-07,20 to 24 years,338,1591.0
339,1978,Jul,9.9,1978-07,20 to 24 years,339,1525.0
340,1979,Jul,9.1,1979-07,20 to 24 years,340,1436.0
341,1980,Jul,12.4,1980-07,20 to 24 years,341,1970.0
342,1981,Jul,11.6,1981-07,20 to 24 years,342,1874.0
343,1982,Jul,14.8,1982-07,20 to 24 years,343,2377.0
344,1983,Jul,13.8,1983-07,20 to 24 years,344,2224.0
345,1984,Jul,11.2,1984-07,20 to 24 years,345,1797.0
346,1985,Jul,11.1,1985-07,20 to 24 years,346,1731.0
347,1986,Jul,10.7,1986-07,20 to 24 years,347,1649.0
348,1987,Jul,9.7,1987-07,20 to 24 years,348,1459.0
349,1988,Jul,8.6,1988-07,20 to 24 years,349,1245.0
350,1989,Jul,8.7,1989-07,20 to 24 years,350,1240.0
351,1990,Jul,8.5,1990-07,20 to 24 years,351,1248.0
352,1991,Jul,11.1,1991-07,20 to 24 years,352,1605.0
353,1992,Jul,11.5,1992-07,20 to 24 years,353,1683.0
354,1993,Jul,10.4,1993-07,20 to 24 years,354,1502.0
355,1994,Jul,9.7,1994-07,20 to 24 years,355,1358.0
356,1995,Jul,9.2,1995-07,20 to 24 years,356,1257.0
357,1996,Jul,9.6,1996-07,20 to 24 years,357,1271.0
358,1997,Jul,7.7,1997-07,20 to 24 years,358,1047.0
359,1998,Jul,8.1,1998-07,20 to 24 years,359,1106.0
360,1999,Jul,7.8,1999-07,20 to 24 years,360,1089.0
361,2000,Jul,7.0,2000-07,20 to 24 years,361,995.0
362,2001,Jul,7.9,2001-07,20 to 24 years,362,1142.0
363,2002,Jul,9.7,2002-07,20 to 24 years,363,1429.0
364,2003,Jul,10.6,2003-07,20 to 24 years,364,1576.0
365,2004,Jul,9.3,2004-07,20 to 24 years,365,1417.0
366,2005,Jul,8.2,2005-07,20 to 24 years,366,1236.0
367,2006,Jul,8.4,2006-07,20 to 24 years,367,1269.0
368,2007,Jul,8.3,2007-07,20 to 24 years,368,1255.0
369,2008,Jul,10.2,2008-07,20 to 24 years,369,1553.0
370,2009,Jul,15.1,2009-07,20 to 24 years,370,2282.0
371,2010,Jul,15.5,2010-07,20 to 24 years,371,2334.0
372,2011,Jul,14.5,2011-07,20 to 24 years,372,2190.0
373,2012,Jul,13.4,2012-07,20 to 24 years,373,2074.0
374,2013,Jul,12.4,2013-07,20 to 24 years,374,1926.0
375,2014,Jul,11.0,2014-07,20 to 24 years,375,1728.0
376,2015,Jul,9.7,2015-07,20 to 24 years,376,1511.0
377,2016,Jul,8.8,2016-07,20 to 24 years,377,1336.0
378,2017,Jul,7.3,2017-07,20 to 24 years,378,1120.0
379,2018,Jul,6.9,2018-07,20 to 24 years,379,1039.0
380,2019,Jul,6.7,2019-07,20 to 24 years,380,1021.0
381,2020,Jul,18.0,2020-07,20 to 24 years,381,2572.0
382,2021,Jul,9.1,2021-07,20 to 24 years,382,1331.0
383,2022,Jul,6.4,2022-07,20 to 24 years,383,949.0
384,2023,Jul,6.7,2023-07,20 to 24 years,384,1046.0
385,1969,Aug,5.4,1969-08,20 to 24 years,385,542.0
386,1970,Aug,8.4,1970-08,20 to 24 years,386,901.0
387,1971,Aug,10.1,1971-08,20 to 24 years,387,1167.0
388,1972,Aug,9.1,1972-08,20 to 24 years,388,1114.0
389,1973,Aug,7.9,1973-08,20 to 24 years,389,1013.0
390,1974,Aug,9.7,1974-08,20 to 24 years,390,1290.0
391,1975,Aug,13.5,1975-08,20 to 24 years,391,1867.0
392,1976,Aug,12.0,1976-08,20 to 24 years,392,1719.0
393,1977,Aug,11.3,1977-08,20 to 24 years,393,1686.0
394,1978,Aug,9.2,1978-08,20 to 24 years,394,1418.0
395,1979,Aug,9.6,1979-08,20 to 24 years,395,1510.0
396,1980,Aug,12.2,1980-08,20 to 24 years,396,1950.0
397,1981,Aug,12.1,1981-08,20 to 24 years,397,1942.0
398,1982,Aug,15.1,1982-08,20 to 24 years,398,2436.0
399,1983,Aug,14.4,1983-08,20 to 24 years,399,2319.0
400,1984,Aug,11.8,1984-08,20 to 24 years,400,1885.0
401,1985,Aug,11.0,1985-08,20 to 24 years,401,1717.0
402,1986,Aug,10.5,1986-08,20 to 24 years,402,1604.0
403,1987,Aug,9.4,1987-08,20 to 24 years,403,1397.0
404,1988,Aug,8.5,1988-08,20 to 24 years,404,1227.0
405,1989,Aug,8.8,1989-08,20 to 24 years,405,1254.0
406,1990,Aug,9.0,1990-08,20 to 24 years,406,1321.0
407,1991,Aug,10.8,1991-08,20 to 24 years,407,1567.0
408,1992,Aug,11.3,1992-08,20 to 24 years,408,1651.0
409,1993,Aug,10.3,1993-08,20 to 24 years,409,1467.0
410,1994,Aug,9.9,1994-08,20 to 24 years,410,1409.0
411,1995,Aug,9.8,1995-08,20 to 24 years,411,1340.0
412,1996,Aug,8.5,1996-08,20 to 24 years,412,1125.0
413,1997,Aug,8.1,1997-08,20 to 24 years,413,1094.0
414,1998,Aug,8.4,1998-08,20 to 24 years,414,1151.0
415,1999,Aug,7.4,1999-08,20 to 24 years,415,1039.0
416,2000,Aug,6.6,2000-08,20 to 24 years,416,935.0
417,2001,Aug,8.9,2001-08,20 to 24 years,417,1292.0
418,2002,Aug,9.5,2002-08,20 to 24 years,418,1413.0
419,2003,Aug,10.3,2003-08,20 to 24 years,419,1539.0
420,2004,Aug,9.0,2004-08,20 to 24 years,420,1365.0
421,2005,Aug,8.7,2005-08,20 to 24 years,421,1316.0
422,2006,Aug,8.2,2006-08,20 to 24 years,422,1251.0
423,2007,Aug,8.4,2007-08,20 to 24 years,423,1260.0
424,2008,Aug,10.7,2008-08,20 to 24 years,424,1632.0
425,2009,Aug,15.2,2009-08,20 to 24 years,425,2275.0
426,2010,Aug,14.7,2010-08,20 to 24 years,426,2231.0
