month_year,Year,Month,education_attainment,civilian_labor_level,employment_level,employment_population_ratio,labor_force_participation_rate,unemployment_level,unemployment_rate,roc_unemployment_level,roc_unemployment_rate
1993-01,1993,January,Bachelor's Degree,28706,27805,78.3,80.9,901,3.1,,
1994-01,1994,January,Bachelor's Degree,29581,28721,78.8,81.1,860,2.9,-41,-0.2
1995-01,1995,January,Bachelor's Degree,30520,29802,79.2,81.1,718,2.4,-142,-0.5
1996-01,1996,January,Bachelor's Degree,31787,31032,78.6,80.5,755,2.4,37,0
1997-01,1997,January,Bachelor's Degree,32569,31887,78.8,80.5,682,2.1,-73,-0.3
1998-01,1998,January,Bachelor's Degree,33708,33075,78.8,80.3,632,1.9,-50,-0.2
1999-01,1999,January,Bachelor's Degree,34964,34343,78.9,80.3,621,1.8,-11,-0.1
2000-01,2000,January,Bachelor's Degree,36585,35929,78.7,80.1,656,1.8,35,0
2001-01,2001,January,Bachelor's Degree,37075,36494,78.4,79.6,582,1.6,-74,-0.2
2002-01,2002,January,Bachelor's Degree,37730,36641,76.7,79,1088,2.9,506,1.3
2003-01,2003,January,Bachelor's Degree,38797,37622,76.4,78.8,1176,3,88,0.1
2004-01,2004,January,Bachelor's Degree,40287,39099,75.8,78.1,1188,2.9,12,-0.1
2005-01,2005,January,Bachelor's Degree,40776,39779,76.3,78.2,997,2.4,-191,-0.5
2006-01,2006,January,Bachelor's Degree,41815,40937,76.6,78.2,878,2.1,-119,-0.3
2007-01,2007,January,Bachelor's Degree,43650,42743,76.7,78.3,907,2.1,29,0
2008-01,2008,January,Bachelor's Degree,44655,43719,76.5,78.1,936,2.1,29,0
2009-01,2009,January,Bachelor's Degree,45125,43353,74.6,77.6,1772,3.9,836,1.8
2010-01,2010,January,Bachelor's Degree,45901,43663,73.2,77,2237,4.9,465,1
2011-01,2011,January,Bachelor's Degree,46274,44294,73.1,76.4,1979,4.3,-258,-0.6
2012-01,2012,January,Bachelor's Degree,47480,45440,72.4,75.6,2040,4.3,61,0
2013-01,2013,January,Bachelor's Degree,48952,47083,72.8,75.7,1869,3.8,-171,-0.5
2014-01,2014,January,Bachelor's Degree,50382,48736,73.1,75.6,1646,3.3,-223,-0.5
2015-01,2015,January,Bachelor's Degree,51676,50218,72.5,74.6,1458,2.8,-188,-0.5
2016-01,2016,January,Bachelor's Degree,52801,51488,72.1,73.9,1313,2.5,-145,-0.3
2017-01,2017,January,Bachelor's Degree,54338,52998,72.1,73.9,1340,2.5,27,0
2018-01,2018,January,Bachelor's Degree,55849,54668,71.7,73.3,1181,2.1,-159,-0.4
2019-01,2019,January,Bachelor's Degree,58284,56901,72,73.7,1383,2.4,202,0.3
2020-01,2020,January,Bachelor's Degree,60169,59005,72.3,73.7,1163,1.9,-220,-0.5
2021-01,2021,January,Bachelor's Degree,60403,57990,69.3,72.2,2413,4,1250,2.1
2022-01,2022,January,Bachelor's Degree,61737,60343,71,72.6,1394,2.3,-1019,-1.7
2023-01,2023,January,Bachelor's Degree,62854,61591,71.2,72.7,1263,2,-131,-0.3
1993-02,1993,February,Bachelor's Degree,28753,27845,78.3,80.9,908,3.2,-355,1.2
1994-02,1994,February,Bachelor's Degree,29531,28701,78.5,80.7,830,2.8,-78,-0.4
1995-02,1995,February,Bachelor's Degree,30832,30115,78.8,80.7,717,2.3,-113,-0.5
1996-02,1996,February,Bachelor's Degree,31904,31161,78.5,80.4,743,2.3,26,0
1997-02,1997,February,Bachelor's Degree,32646,31975,78.6,80.2,671,2.1,-72,-0.2
1998-02,1998,February,Bachelor's Degree,33723,33098,78.4,79.8,626,1.9,-45,-0.2
1999-02,1999,February,Bachelor's Degree,34987,34318,78.1,79.6,669,1.9,43,0
2000-02,2000,February,Bachelor's Degree,36501,35900,78.2,79.5,601,1.6,-68,-0.3
2001-02,2001,February,Bachelor's Degree,37032,36452,77.6,78.8,581,1.6,-20,0
2002-02,2002,February,Bachelor's Degree,38372,37267,76.9,79.2,1105,2.9,524,1.3
2003-02,2003,February,Bachelor's Degree,39242,38065,76.2,78.6,1177,3,72,0.1
2004-02,2004,February,Bachelor's Degree,40074,38898,75.8,78,1176,2.9,-1,-0.1
2005-02,2005,February,Bachelor's Degree,40611,39639,76.3,78.2,972,2.4,-204,-0.5
2006-02,2006,February,Bachelor's Degree,41725,40808,76.6,78.3,916,2.2,-56,-0.2
2007-02,2007,February,Bachelor's Degree,43794,42967,77.2,78.7,827,1.9,-89,-0.3
2008-02,2008,February,Bachelor's Degree,45403,44480,76.8,78.4,923,2,96,0.1
2009-02,2009,February,Bachelor's Degree,45118,43252,74.6,77.8,1866,4.1,943,2.1
2010-02,2010,February,Bachelor's Degree,45584,43330,73,76.8,2254,4.9,388,0.8
2011-02,2011,February,Bachelor's Degree,46441,44441,73.3,76.6,1999,4.3,-255,-0.6
2012-02,2012,February,Bachelor's Degree,47664,45657,72.8,76,2007,4.2,8,-0.1
2013-02,2013,February,Bachelor's Degree,49210,47309,72.6,75.5,1901,3.9,-106,-0.3
2014-02,2014,February,Bachelor's Degree,50122,48412,72.4,75,1710,3.4,-191,-0.5
2015-02,2015,February,Bachelor's Degree,51484,50076,72.2,74.2,1408,2.7,-302,-0.7
2016-02,2016,February,Bachelor's Degree,53075,51769,72,73.8,1305,2.5,-103,-0.2
2017-02,2017,February,Bachelor's Degree,54746,53448,71.7,73.4,1299,2.4,-6,-0.1
2018-02,2018,February,Bachelor's Degree,56671,55408,72,73.7,1263,2.2,-36,-0.2
2019-02,2019,February,Bachelor's Degree,58502,57242,72,73.5,1259,2.2,-4,0
2020-02,2020,February,Bachelor's Degree,59913,58756,71.7,73.1,1157,1.9,-102,-0.3
2021-02,2021,February,Bachelor's Degree,60748,58425,69.1,71.8,2323,3.8,1166,1.9
2022-02,2022,February,Bachelor's Degree,62017,60679,70.9,72.5,1338,2.2,-985,-1.6
2023-02,2023,February,Bachelor's Degree,63140,61858,70.9,72.3,1282,2,-56,-0.2
1993-03,1993,March,Bachelor's Degree,28793,27885,78.5,81.1,908,3.2,-374,1.2
1994-03,1994,March,Bachelor's Degree,29569,28750,78.5,80.8,819,2.8,-89,-0.4
1995-03,1995,March,Bachelor's Degree,30977,30193,79.1,81.2,784,2.5,-35,-0.3
1996-03,1996,March,Bachelor's Degree,31907,31204,78.5,80.3,703,2.2,-81,-0.3
1997-03,1997,March,Bachelor's Degree,32906,32235,78.9,80.5,671,2,-32,-0.2
1998-03,1998,March,Bachelor's Degree,33885,33259,79,80.5,626,1.8,-45,-0.2
1999-03,1999,March,Bachelor's Degree,35064,34403,78.4,79.9,660,1.9,34,0.1
2000-03,2000,March,Bachelor's Degree,36429,35824,78.7,80,605,1.7,-55,-0.2
2001-03,2001,March,Bachelor's Degree,37124,36373,77.8,79.4,751,2,146,0.3
2002-03,2002,March,Bachelor's Degree,38426,37341,77,79.2,1085,2.8,334,0.8
2003-03,2003,March,Bachelor's Degree,39558,38347,76.2,78.6,1211,3.1,126,0.3
2004-03,2004,March,Bachelor's Degree,40488,39321,75.9,78.1,1167,2.9,-44,-0.2
2005-03,2005,March,Bachelor's Degree,40547,39564,76,77.8,982,2.4,-185,-0.5
2006-03,2006,March,Bachelor's Degree,41882,40947,76.2,78,935,2.2,-47,-0.2
2007-03,2007,March,Bachelor's Degree,43559,42762,77,78.4,797,1.8,-138,-0.4
2008-03,2008,March,Bachelor's Degree,45355,44408,76.8,78.5,946,2.1,149,0.3
2009-03,2009,March,Bachelor's Degree,45210,43244,74.4,77.7,1966,4.3,1020,2.2
2010-03,2010,March,Bachelor's Degree,45567,43357,73.1,76.8,2210,4.9,244,0.6
2011-03,2011,March,Bachelor's Degree,46726,44666,73.2,76.5,2060,4.4,-150,-0.5
2012-03,2012,March,Bachelor's Degree,48115,46119,73,76.1,1996,4.1,-64,-0.3
2013-03,2013,March,Bachelor's Degree,49269,47418,72.6,75.4,1851,3.8,-145,-0.3
2014-03,2014,March,Bachelor's Degree,49946,48266,72.3,74.8,1679,3.4,-172,-0.4
2015-03,2015,March,Bachelor's Degree,51264,50039,72.5,74.3,1225,2.4,-454,-1
2016-03,2016,March,Bachelor's Degree,53359,51969,72.5,74.4,1390,2.6,165,0.2
2017-03,2017,March,Bachelor's Degree,54571,53221,71.9,73.7,1350,2.5,-40,-0.1
2018-03,2018,March,Bachelor's Degree,56757,55479,72.5,74.2,1278,2.3,-72,-0.2
2019-03,2019,March,Bachelor's Degree,58620,57394,72.2,73.8,1225,2.1,-53,-0.2
2020-03,2020,March,Bachelor's Degree,60507,58991,71.2,73,1516,2.5,291,0.4
2021-03,2021,March,Bachelor's Degree,60940,58675,69.4,72.1,2265,3.7,749,1.2
2022-03,2022,March,Bachelor's Degree,61657,60447,71.4,72.9,1210,2,-1055,-1.7
2023-03,2023,March,Bachelor's Degree,63632,62355,71.6,73.1,1278,2,68,0
1993-04,1993,April,Bachelor's Degree,28703,27785,78.5,81.1,918,3.2,-360,1.2
1994-04,1994,April,Bachelor's Degree,29983,29231,79.2,81.2,752,2.5,-166,-0.7
1995-04,1995,April,Bachelor's Degree,31082,30240,79.4,81.6,842,2.7,90,0.2
1996-04,1996,April,Bachelor's Degree,31781,31039,78.4,80.2,742,2.3,-100,-0.4
1997-04,1997,April,Bachelor's Degree,33144,32487,79,80.6,657,2,-85,-0.3
1998-04,1998,April,Bachelor's Degree,33916,33356,79,80.4,561,1.7,-96,-0.3
1999-04,1999,April,Bachelor's Degree,35304,34590,78.1,79.7,714,2,153,0.3
2000-04,2000,April,Bachelor's Degree,36496,35949,78.7,79.9,547,1.5,-167,-0.5
2001-04,2001,April,Bachelor's Degree,37047,36256,77.4,79,791,2.1,244,0.6
2002-04,2002,April,Bachelor's Degree,38821,37696,76.6,78.9,1125,2.9,334,0.8
2003-04,2003,April,Bachelor's Degree,39485,38284,75.7,78.1,1201,3,76,0.1
2004-04,2004,April,Bachelor's Degree,40205,39057,75.4,77.7,1148,2.9,-53,-0.1
2005-04,2005,April,Bachelor's Degree,40875,39879,76,77.9,996,2.4,-152,-0.5
2006-04,2006,April,Bachelor's Degree,42025,41089,76,77.8,936,2.2,-60,-0.2
2007-04,2007,April,Bachelor's Degree,43462,42650,76.3,77.7,812,1.9,-124,-0.3
2008-04,2008,April,Bachelor's Degree,45130,44174,76.4,78.1,956,2.1,144,0.2
2009-04,2009,April,Bachelor's Degree,45332,43338,74.1,77.6,1994,4.4,1038,2.3
2010-04,2010,April,Bachelor's Degree,45716,43521,73.3,77,2196,4.8,202,0.4
2011-04,2011,April,Bachelor's Degree,46785,44684,73.4,76.8,2101,4.5,-95,-0.3
2012-04,2012,April,Bachelor's Degree,47911,46004,73.1,76.1,1907,4,-194,-0.5
2013-04,2013,April,Bachelor's Degree,49532,47616,72.8,75.7,1916,3.9,9,-0.1
2014-04,2014,April,Bachelor's Degree,50094,48451,72.9,75.4,1643,3.3,-273,-0.6
2015-04,2015,April,Bachelor's Degree,51237,49832,72.6,74.7,1404,2.7,-239,-0.6
2016-04,2016,April,Bachelor's Degree,53435,52112,72.6,74.5,1323,2.5,-81,-0.2
2017-04,2017,April,Bachelor's Degree,54810,53460,72.2,74.1,1350,2.5,27,0
2018-04,2018,April,Bachelor's Degree,56861,55654,72.7,74.3,1207,2.1,-143,-0.4
2019-04,2019,April,Bachelor's Degree,58386,57166,72.3,73.9,1220,2.1,13,0
2020-04,2020,April,Bachelor's Degree,60138,55092,65.6,71.6,5046,8.4,3826,6.3
2021-04,2021,April,Bachelor's Degree,60856,58704,69.7,72.2,2152,3.5,-2894,-4.9
2022-04,2022,April,Bachelor's Degree,61790,60543,71.6,73,1247,2,-905,-1.5
2023-04,2023,April,Bachelor's Degree,64077,62835,71.8,73.3,1241,1.9,-6,-0.1
1993-05,1993,May,Bachelor's Degree,28774,27916,78.8,81.2,858,3,-383,1.1
1994-05,1994,May,Bachelor's Degree,30101,29334,79.4,81.5,767,2.5,-91,-0.5
1995-05,1995,May,Bachelor's Degree,31043,30280,79.2,81.2,763,2.5,-4,0
1996-05,1996,May,Bachelor's Degree,32098,31348,78.6,80.5,750,2.3,-13,-0.2
1997-05,1997,May,Bachelor's Degree,33015,32295,78.9,80.7,720,2.2,-30,-0.1
1998-05,1998,May,Bachelor's Degree,33928,33354,79.2,80.6,575,1.7,-145,-0.5
1999-05,1999,May,Bachelor's Degree,35596,34930,78.6,80.1,666,1.9,91,0.2
2000-05,2000,May,Bachelor's Degree,36494,35901,78.3,79.6,593,1.6,-73,-0.3
2001-05,2001,May,Bachelor's Degree,37139,36356,77.2,78.9,782,2.1,189,0.5
2002-05,2002,May,Bachelor's Degree,38897,37752,76.3,78.6,1145,2.9,363,0.8
2003-05,2003,May,Bachelor's Degree,39667,38470,75.6,77.9,1197,3,52,0.1
2004-05,2004,May,Bachelor's Degree,40127,38978,75.3,77.5,1149,2.9,-48,-0.1
2005-05,2005,May,Bachelor's Degree,40988,40002,75.7,77.5,986,2.4,-163,-0.5
2006-05,2006,May,Bachelor's Degree,42234,41354,76,77.6,879,2.1,-107,-0.3
2007-05,2007,May,Bachelor's Degree,44113,43244,76.5,78,869,2,-10,-0.1
2008-05,2008,May,Bachelor's Degree,44627,43645,76.1,77.8,982,2.2,113,0.2
2009-05,2009,May,Bachelor's Degree,45529,43360,74.1,77.8,2169,4.8,1187,2.6
2010-05,2010,May,Bachelor's Degree,45648,43539,73.6,77.1,2109,4.6,-60,-0.2
2011-05,2011,May,Bachelor's Degree,46832,44707,73.8,77.3,2125,4.5,16,-0.1
2012-05,2012,May,Bachelor's Degree,48202,46304,73.7,76.7,1898,3.9,-227,-0.6
2013-05,2013,May,Bachelor's Degree,49374,47467,72.7,75.6,1907,3.9,9,0
2014-05,2014,May,Bachelor's Degree,50189,48569,72.9,75.3,1619,3.2,-288,-0.7
2015-05,2015,May,Bachelor's Degree,52025,50563,73,75.1,1462,2.8,-157,-0.4
2016-05,2016,May,Bachelor's Degree,53559,52225,72.7,74.5,1334,2.5,-128,-0.3
2017-05,2017,May,Bachelor's Degree,55232,53952,72.4,74.1,1280,2.3,-54,-0.2
2018-05,2018,May,Bachelor's Degree,56976,55814,72.8,74.4,1163,2,-117,-0.3
2019-05,2019,May,Bachelor's Degree,58306,57044,72.3,73.9,1262,2.2,99,0.2
2020-05,2020,May,Bachelor's Degree,60444,55981,66.6,71.9,4463,7.4,3201,5.2
2021-05,2021,May,Bachelor's Degree,60672,58766,70.1,72.4,1906,3.1,-2557,-4.3
2022-05,2022,May,Bachelor's Degree,62347,61125,72,73.4,1222,2,-684,-1.1
2023-05,2023,May,Bachelor's Degree,64201,62879,71.6,73.1,1322,2.1,100,0.1
1993-06,1993,June,Bachelor's Degree,28984,28132,79.5,81.9,852,2.9,-470,0.8
1994-06,1994,June,Bachelor's Degree,29874,29112,79.1,81.2,762,2.6,-90,-0.3
1995-06,1995,June,Bachelor's Degree,31076,30269,79.1,81.2,807,2.6,45,0
1996-06,1996,June,Bachelor's Degree,32232,31535,79.2,80.9,697,2.2,-110,-0.4
1997-06,1997,June,Bachelor's Degree,33007,32334,79,80.6,673,2,-24,-0.2
1998-06,1998,June,Bachelor's Degree,34201,33610,79.2,80.5,590,1.7,-83,-0.3
1999-06,1999,June,Bachelor's Degree,35764,35048,78.8,80.4,715,2,125,0.3
2000-06,2000,June,Bachelor's Degree,36561,35986,78.4,79.7,575,1.6,-140,-0.4
2001-06,2001,June,Bachelor's Degree,37141,36331,77,78.7,810,2.2,235,0.6
2002-06,2002,June,Bachelor's Degree,38713,37563,76.1,78.5,1150,3,340,0.8
2003-06,2003,June,Bachelor's Degree,39978,38743,75.9,78.3,1235,3.1,85,0.1
2004-06,2004,June,Bachelor's Degree,40173,39079,75.7,77.8,1093,2.7,-142,-0.4
2005-06,2005,June,Bachelor's Degree,41001,40056,75.8,77.6,945,2.3,-148,-0.4
2006-06,2006,June,Bachelor's Degree,42421,41537,76.1,77.7,884,2.1,-61,-0.2
2007-06,2007,June,Bachelor's Degree,44288,43398,76.5,78,890,2,6,-0.1
2008-06,2008,June,Bachelor's Degree,44998,43936,76.2,78.1,1062,2.4,172,0.4
2009-06,2009,June,Bachelor's Degree,45552,43362,74,77.8,2189,4.8,1127,2.4
2010-06,2010,June,Bachelor's Degree,46225,44187,73.8,77.2,2038,4.4,-151,-0.4
2011-06,2011,June,Bachelor's Degree,46947,44913,73.4,76.8,2033,4.3,-5,-0.1
2012-06,2012,June,Bachelor's Degree,47938,45998,73,76,1939,4,-94,-0.3
2013-06,2013,June,Bachelor's Degree,49371,47486,72.6,75.5,1885,3.8,-54,-0.2
2014-06,2014,June,Bachelor's Degree,50332,48693,72.6,75.1,1639,3.3,-246,-0.5
2015-06,2015,June,Bachelor's Degree,51809,50517,72.7,74.5,1292,2.5,-347,-0.8
2016-06,2016,June,Bachelor's Degree,54080,52705,72.5,74.4,1375,2.5,83,0
2017-06,2017,June,Bachelor's Degree,55415,54133,72.4,74.1,1282,2.3,-93,-0.2
2018-06,2018,June,Bachelor's Degree,56773,55474,72.5,74.2,1299,2.3,17,0
2019-06,2019,June,Bachelor's Degree,58595,57376,72.4,73.9,1219,2.1,-80,-0.2
2020-06,2020,June,Bachelor's Degree,61890,57665,67.8,72.8,4225,6.8,3006,4.7
2021-06,2021,June,Bachelor's Degree,60600,58533,70,72.5,2067,3.4,-2158,-3.4
2022-06,2022,June,Bachelor's Degree,62172,60875,71.7,73.2,1296,2.1,-771,-1.3
2023-06,2023,June,Bachelor's Degree,64274,63010,72,73.4,1264,2,-32,-0.1
1993-07,1993,July,Bachelor's Degree,28773,27963,79,81.3,810,2.8,-454,0.8
1994-07,1994,July,Bachelor's Degree,30037,29232,79,81.1,805,2.7,-5,-0.1
1995-07,1995,July,Bachelor's Degree,31261,30490,79.1,81.1,771,2.5,-34,-0.2
1996-07,1996,July,Bachelor's Degree,32243,31528,78.7,80.5,715,2.2,-56,-0.3
1997-07,1997,July,Bachelor's Degree,33029,32344,78.6,80.2,685,2.1,-30,-0.1
1998-07,1998,July,Bachelor's Degree,34544,33965,78.4,79.8,579,1.7,-106,-0.4
1999-07,1999,July,Bachelor's Degree,35901,35239,78.2,79.7,662,1.8,83,0.1
2000-07,2000,July,Bachelor's Degree,36593,35960,77.6,78.9,632,1.7,-30,-0.1
2001-07,2001,July,Bachelor's Degree,37367,36550,76.8,78.5,817,2.2,185,0.5
2002-07,2002,July,Bachelor's Degree,38648,37508,75.5,77.8,1141,3,324,0.8
2003-07,2003,July,Bachelor's Degree,39827,38608,75.5,77.9,1219,3.1,78,0.1
2004-07,2004,July,Bachelor's Degree,40083,39021,75.6,77.7,1062,2.6,-157,-0.5
2005-07,2005,July,Bachelor's Degree,41205,40240,75.8,77.6,965,2.3,-97,-0.3
2006-07,2006,July,Bachelor's Degree,42644,41776,75.9,77.5,868,2,-97,-0.3
2007-07,2007,July,Bachelor's Degree,44416,43478,75.6,77.2,938,2.1,70,0.1
2008-07,2008,July,Bachelor's Degree,45044,43927,75.2,77.1,1117,2.5,179,0.4
2009-07,2009,July,Bachelor's Degree,45748,43571,73.3,76.9,2177,4.8,1060,2.3
2010-07,2010,July,Bachelor's Degree,46128,44032,72.9,76.4,2096,4.5,-81,-0.3
2011-07,2011,July,Bachelor's Degree,46807,44819,73.1,76.3,1988,4.2,-108,-0.3
2012-07,2012,July,Bachelor's Degree,47772,45828,72.8,75.9,1943,4.1,-45,-0.1
2013-07,2013,July,Bachelor's Degree,49113,47257,72.6,75.4,1855,3.8,-88,-0.3
2014-07,2014,July,Bachelor's Degree,50206,48641,72.2,74.5,1564,3.1,-291,-0.7
2015-07,2015,July,Bachelor's Degree,52256,50937,72.5,74.3,1320,2.5,-244,-0.6
2016-07,2016,July,Bachelor's Degree,54047,52727,72.1,73.9,1320,2.4,0,-0.1
2017-07,2017,July,Bachelor's Degree,55835,54552,72.2,73.9,1283,2.3,-37,-0.1
2018-07,2018,July,Bachelor's Degree,57114,55863,72,73.7,1251,2.2,-32,-0.1
2019-07,2019,July,Bachelor's Degree,58669,57402,71.8,73.4,1267,2.2,16,0
2020-07,2020,July,Bachelor's Degree,61767,57622,67.2,72,4145,6.7,2878,4.5
2021-07,2021,July,Bachelor's Degree,60874,58978,70.1,72.3,1896,3.1,-2249,-3.6
2022-07,2022,July,Bachelor's Degree,63345,62063,71.4,72.9,1282,2,-614,-1.1
2023-07,2023,July,Bachelor's Degree,64817,63522,71.9,73.4,1295,2,13,0
1993-08,1993,Augest,Bachelor's Degree,28976,28226,79,81.1,750,2.6,-545,0.6
1994-08,1994,Augest,Bachelor's Degree,30131,29367,79.2,81.2,764,2.5,14,-0.1
1995-08,1995,Augest,Bachelor's Degree,31164,30377,78.6,80.6,787,2.5,23,0
1996-08,1996,Augest,Bachelor's Degree,32244,31573,78.8,80.5,671,2.1,-116,-0.4
1997-08,1997,Augest,Bachelor's Degree,33194,32495,78.8,80.5,699,2.1,28,0
1998-08,1998,Augest,Bachelor's Degree,34731,34107,78.5,80,623,1.8,-76,-0.3
1999-08,1999,Augest,Bachelor's Degree,36159,35579,78.9,80.2,581,1.6,-42,-0.2
2000-08,2000,Augest,Bachelor's Degree,36660,35978,77.3,78.8,682,1.9,101,0.3
2001-08,2001,Augest,Bachelor's Degree,37376,36507,76.7,78.6,870,2.3,188,0.4
2002-08,2002,Augest,Bachelor's Degree,38700,37614,76,78.2,1086,2.8,216,0.5
2003-08,2003,Augest,Bachelor's Degree,40046,38783,75.1,77.6,1263,3.2,177,0.4
2004-08,2004,Augest,Bachelor's Degree,40153,39073,75.6,77.6,1080,2.7,-183,-0.5
2005-08,2005,Augest,Bachelor's Degree,41337,40470,76.3,77.9,867,2.1,-213,-0.6
2006-08,2006,Augest,Bachelor's Degree,42537,41760,76.1,77.5,777,1.8,-90,-0.3
2007-08,2007,Augest,Bachelor's Degree,44449,43521,75.6,77.2,928,2.1,151,0.3
2008-08,2008,Augest,Bachelor's Degree,45265,43977,75.1,77.3,1288,2.8,360,0.7
2009-08,2009,Augest,Bachelor's Degree,45836,43646,73.4,77,2190,4.8,902,2
2010-08,2010,Augest,Bachelor's Degree,45745,43651,72.4,75.9,2094,4.6,-96,-0.2
2011-08,2011,Augest,Bachelor's Degree,46888,44914,72.9,76.1,1974,4.2,-120,-0.4
2012-08,2012,Augest,Bachelor's Degree,48566,46599,72.7,75.7,1968,4.1,-6,-0.1
2013-08,2013,Augest,Bachelor's Degree,49170,47512,72.9,75.5,1658,3.4,-310,-0.7
2014-08,2014,Augest,Bachelor's Degree,50130,48550,72.3,74.7,1580,3.2,-78,-0.2
2015-08,2015,Augest,Bachelor's Degree,52477,51233,72.6,74.4,1244,2.4,-336,-0.8
2016-08,2016,Augest,Bachelor's Degree,54008,52589,72,74,1420,2.6,176,0.2
2017-08,2017,Augest,Bachelor's Degree,55570,54262,72.1,73.9,1308,2.4,-112,-0.2
2018-08,2018,Augest,Bachelor's Degree,57547,56411,72.4,73.9,1136,2,-172,-0.4
2019-08,2019,Augest,Bachelor's Degree,58607,57404,72.1,73.6,1204,2.1,68,0.1
2020-08,2020,Augest,Bachelor's Degree,61677,58441,68.7,72.5,3236,5.2,2032,3.1
2021-08,2021,Augest,Bachelor's Degree,60592,58923,70,72,1669,2.8,-1567,-2.4
2022-08,2022,Augest,Bachelor's Degree,63609,62426,71.6,72.9,1183,1.9,-486,-0.9
2023-08,2023,Augest,Bachelor's Degree,64398,62986,71.9,73.5,1412,2.2,229,0.3
